Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1990 (Jahr) zum Gebietsstand 01.01.1991 ;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche in km2;Bevölkerung;;;
;;Land;RB;Kreis;;Gem;;;insgesamt;männlich;weiblich;je km2
;;Gebietsstand am 01.01.1991;;;;;;am 31.12.1990 (Jahr);;;;
;;;;;;;;;;;;
60;;1;0;55;;26;Landkirchen auf Fehmarn;52,14; 2 151; 1 049; 1 102;41
60;;1;0;55;;27;Lensahn;27,7; 4 386; 2 051; 2 335;158
60;;1;0;55;;28;Malente;69,06; 10 118; 4 676; 5 442;147
60;;1;0;55;;29;Manhagen;9,63;363;187;176;38
60;;1;0;55;;31;Neukirchen;28,49; 1 029;505;524;36
60;;1;0;55;;32;Neustadt in Holstein, Stadt;19,74; 14 779; 7 282; 7 497;749
60;;1;0;55;;33;Oldenburg in Holstein, Stadt;39,65; 9 551; 4 605; 4 946;241
60;;1;0;55;;35;Ratekau;59,6; 14 406; 7 039; 7 367;242
60;;1;0;55;;36;Riepsdorf;25,81;984;485;499;38
60;;1;0;55;;37;Schashagen;41,48; 2 142; 1 042; 1 100;52
60;;1;0;55;;38;Schönwalde am Bungsberg;39,06; 2 184; 1 075; 1 109;56
60;;1;0;55;;39;Sierksdorf;19,5; 1 416;700;716;73
60;;1;0;55;;40;Stockelsdorf;56,69; 14 940; 7 245; 7 695;264
60;;1;0;55;;41;Süsel;75,31; 4 528; 2 282; 2 246;60
60;;1;0;55;;42;Timmendorfer Strand;20,09; 8 439; 3 724; 4 715;420
60;;1;0;55;;43;Wangels;67,12; 2 164; 1 084; 1 080;32
60;;1;0;55;;44;Scharbeutz;51,76; 10 378; 5 065; 5 313;201
60;;1;0;55;;45;Westfehmarn;58,54; 1 809;898;911;31
40;;1;0;56;;;Pinneberg;;;;;
60;;1;0;56;;1;Appen;20,29; 4 233; 2 431; 1 802;209
60;;1;0;56;;2;Barmstedt, Stadt;17,16; 8 568; 4 083; 4 485;499
60;;1;0;56;;3;Bevern;8,04;452;232;220;56
60;;1;0;56;;4;Bilsen;6,2;730;379;351;118
60;;1;0;56;;5;Bönningstedt;12,05; 3 444; 1 720; 1 724;286
60;;1;0;56;;6;Bokel;16,02;458;218;240;29
60;;1;0;56;;8;Bokholt-Hanredder;8,56; 1 213;623;590;142
60;;1;0;56;;9;Borstel-Hohenraden;14,88; 1 792;920;872;120
60;;1;0;56;;10;Brande-Hörnerkirchen;13,14; 1 043;500;543;79
60;;1;0;56;;11;Bullenkuhlen;3,94;301;163;138;76
60;;1;0;56;;13;Ellerbek;9,11; 4 209; 2 091; 2 118;462
60;;1;0;56;;14;Ellerhoop;10,8; 1 079;550;529;100
60;;1;0;56;;15;Elmshorn, Stadt;19,64; 43 689; 20 788; 22 901;2 224
60;;1;0;56;;16;Groß Nordende;5,64;389;200;189;69
60;;1;0;56;;17;Groß Offenseth-Aspern;10,56;276;150;126;26
60;;1;0;56;;18;Halstenbek;12,58; 15 263; 7 505; 7 758;1 213
60;;1;0;56;;19;Haselau;18,99;963;475;488;51
60;;1;0;56;;20;Haseldorf;18,08; 1 464;717;747;81
60;;1;0;56;;21;Hasloh;11,07; 3 141; 1 556; 1 585;284
60;;1;0;56;;22;Heede;15,48;615;302;313;40
60;;1;0;56;;23;Heidgraben;5,37; 1 898;963;935;353
60;;1;0;56;;24;Heist;9,96; 2 139; 1 077; 1 062;215
60;;1;0;56;;25;Helgoland;2,13; 1 755;847;908;824
60;;1;0;56;;26;Hemdingen;16,42; 1 355;683;672;83
60;;1;0;56;;27;Hetlingen;23,96; 1 112;572;540;46
60;;1;0;56;;28;Holm;16,04; 2 483; 1 212; 1 271;155
60;;1;0;56;;29;Klein Nordende;10,95; 2 553; 1 255; 1 298;233
60;;1;0;56;;30;Klein Offenseth-Sparrieshoop;16,92; 2 082; 1 056; 1 026;123
60;;1;0;56;;31;Kölln-Reisiek;6,8; 2 125; 1 067; 1 058;313
60;;1;0;56;;32;Kummerfeld;6,5; 1 634;783;851;251
60;;1;0;56;;33;Kurzenmoor;11,91;836;417;419;70
60;;1;0;56;;34;Langeln;10,28;455;238;217;44
60;;1;0;56;;35;Lutzhorn;21,71;626;315;311;29
60;;1;0;56;;36;Moorrege;10,77; 3 605; 1 800; 1 805;335
60;;1;0;56;;37;Neuendeich;8,54;428;211;217;50
60;;1;0;56;;38;Osterhorn;6,38;314;160;154;49
60;;1;0;56;;39;Pinneberg, Stadt;21,54; 37 518; 17 948; 19 570;1 742
60;;1;0;56;;40;Prisdorf;5,22; 1 797;876;921;344
60;;1;0;56;;41;Quickborn, Stadt;43,21; 18 485; 8 963; 9 522;428
60;;1;0;56;;42;Raa-Besenbek;12,98;457;226;231;35
60;;1;0;56;;43;Rellingen;13,19; 13 729; 6 759; 6 970;1 041
60;;1;0;56;;44;Schenefeld, Stadt;9,99; 15 319; 7 542; 7 777;1 533
60;;1;0;56;;45;Seestermühe;23,35;793;413;380;34
60;;1;0;56;;46;Seeth-Ekholt;8,11;598;317;281;74
60;;1;0;56;;47;Tangstedt;12,52; 1 702;885;817;136
60;;1;0;56;;48;Tornesch;20,96; 10 613; 5 182; 5 431;506
60;;1;0;56;;49;Uetersen, Stadt;11,07; 17 588; 8 463; 9 125;1 589
60;;1;0;56;;50;Wedel (Holstein), Stadt;33,82; 30 752; 14 712; 16 040;909
60;;1;0;56;;51;Westerhorn;9,36; 1 008;504;504;108
40;;1;0;57;;;Plön;;;;;
60;;1;0;57;;1;Ascheberg (Holstein);20,95; 2 507; 1 231; 1 276;120
60;;1;0;57;;2;Barmissen;5,15;177;85;92;34
60;;1;0;57;;3;Barsbek;8,73;582;331;251;67
60;;1;0;57;;4;Behrensdorf (Ostsee);20,83;567;283;284;27
60;;1;0;57;;5;Belau;14,88;386;213;173;26
60;;1;0;57;;6;Bendfeld;4,41;198;112;86;45
60;;1;0;57;;7;Blekendorf;38,32; 1 662;818;844;43
60;;1;0;57;;8;Bönebüttel;20,4; 1 549;761;788;76
60;;1;0;54;;11;Behrendorf;15,29;487;261;226;32
60;;1;0;54;;12;Bohmstedt;13,38;702;354;348;52
60;;1;0;54;;13;Bondelum;9,18;197;95;102;21
60;;1;0;54;;14;Bordelum;34,71; 1 769;904;865;51
60;;1;0;54;;15;Borgsum;5,51;260;134;126;47
60;;1;0;54;;16;Bosbüll;6,33;180;86;94;28
60;;1;0;54;;17;Braderup;13,35;656;350;306;49
60;;1;0;54;;18;Bramstedtlund;13,85;229;117;112;17
60;;1;0;54;;19;Bredstedt, Stadt;9,93; 4 687; 2 214; 2 473;472
60;;1;0;54;;20;Breklum;10,07; 1 773;869;904;176
60;;1;0;54;;22;Dagebüll;35,97; 1 066;523;543;30
60;;1;0;54;;23;Drage;16,42;522;237;285;32
60;;1;0;54;;24;Drelsdorf;17,7;996;510;486;56
60;;1;0;54;;25;Dunsum;2,72;80;42;38;29
60;;1;0;54;;26;Elisabeth-Sophien-Koog;5,19;50;25;25;10
60;;1;0;54;;27;Ellhöft;7,82;138;76;62;18
60;;1;0;54;;32;Fresendelf;2,6;86;41;45;33
60;;1;0;54;;33;Friedrichstadt, Stadt;3,99; 2 584; 1 207; 1 377;648
60;;1;0;54;;34;Friedrich-Wilhelm-Lübke-Koog;13,49;218;124;94;16
60;;1;0;54;;35;Garding, Kirchspiel;14,87;290;148;142;20
60;;1;0;54;;36;Garding, Stadt;3,08; 2 265; 1 013; 1 252;735
60;;1;0;54;;37;Goldebek;10,18;286;150;136;28
60;;1;0;54;;38;Goldelund;12,02;344;182;162;29
60;;1;0;54;;39;Gröde;2,78;16;8;8;6
60;;1;0;54;;40;Grothusenkoog;3,27;22;13;9;7
60;;1;0;54;;41;Haselund;12,79;696;367;329;54
60;;1;0;54;;42;Hattstedt;7; 1 891;951;940;270
60;;1;0;54;;43;Hattstedtermarsch;22,86;325;171;154;14
60;;1;0;54;;45;Högel;16,28;371;191;180;23
60;;1;0;54;;46;Hörnum (Sylt);7,13;874;422;452;123
60;;1;0;54;;48;Holm;4;88;39;49;22
60;;1;0;54;;50;Hooge;5,92;125;62;63;21
60;;1;0;54;;52;Horstedt;11,69;593;310;283;51
60;;1;0;54;;54;Hude;3,55;182;96;86;51
60;;1;0;54;;55;Humptrup;16,99;655;332;323;39
60;;1;0;54;;56;Husum, Stadt;17,59; 20 870; 9 822; 11 048;1 186
60;;1;0;54;;57;Immenstedt;14,62;542;278;264;37
60;;1;0;54;;59;Joldelund;19,12;612;320;292;32
60;;1;0;54;;61;Kampen (Sylt);8,69;589;245;344;68
60;;1;0;54;;62;Karlum;14,53;215;109;106;15
60;;1;0;54;;63;Katharinenheerd;8,4;166;75;91;20
60;;1;0;54;;65;Klanxbüll;10,63;799;399;400;75
60;;1;0;54;;68;Klixbüll;17,44;832;427;405;48
60;;1;0;54;;70;Koldenbüttel;25,72;690;332;358;27
60;;1;0;54;;71;Kolkerheide;2,1;67;37;30;32
60;;1;0;57;;9;Bösdorf;21,08; 1 476;738;738;70
60;;1;0;57;;10;Boksee;5,52;408;215;193;74
60;;1;0;57;;11;Bothkamp;13,8;269;145;124;19
60;;1;0;57;;12;Brodersdorf;3,63;286;169;117;79
60;;1;0;57;;13;Dannau;9,12;424;211;213;46
60;;1;0;57;;15;Dersau;7,49;780;400;380;104
60;;1;0;57;;16;Dobersdorf;21,91; 1 088;568;520;50
60;;1;0;57;;17;Dörnick;4,3;311;164;147;72
60;;1;0;57;;18;Fahren;3,6;122;63;59;34
60;;1;0;57;;20;Fiefbergen;5,8;383;190;193;66
60;;1;0;57;;21;Giekau;32,8; 1 012;502;510;31
60;;1;0;57;;22;Grebin;24,14; 1 038;515;523;43
60;;1;0;57;;23;Großbarkau;2,93;187;100;87;64
60;;1;0;57;;24;Großharrie;13,16;424;206;218;32
60;;1;0;57;;25;Heikendorf;14,76; 7 806; 3 715; 4 091;529
60;;1;0;57;;26;Helmstorf;12,73;311;154;157;24
60;;1;0;57;;27;Högsdorf;10,92;377;198;179;35
60;;1;0;57;;28;Höhndorf;5,63;318;162;156;56
60;;1;0;57;;29;Hohenfelde;10,53;727;409;318;69
60;;1;0;57;;30;Hohwacht (Ostsee);8,75;844;421;423;96
60;;1;0;57;;31;Honigsee;11,27;371;189;182;33
60;;1;0;57;;32;Kalübbe;11,8;481;258;223;41
60;;1;0;57;;33;Kirchbarkau;2,16;685;329;356;317
60;;1;0;57;;34;Kirchnüchel;10,09;225;105;120;22
60;;1;0;57;;35;Klamp;9,72;633;316;317;65
60;;1;0;57;;36;Klausdorf;6,52; 5 320; 2 640; 2 680;816
60;;1;0;57;;37;Klein Barkau;4,19;243;113;130;58
60;;1;0;57;;38;Kletkamp;11,52;141;71;70;12
60;;1;0;57;;39;Köhn;13,16;664;356;308;50
60;;1;0;57;;40;Krokau;4,43;310;146;164;70
60;;1;0;57;;41;Krummbek;5,48;304;162;142;55
60;;1;0;57;;42;Kühren;16,81;550;286;264;33
60;;1;0;57;;43;Laboe;5,05; 4 698; 2 339; 2 359;930
60;;1;0;57;;44;Lammershagen;26,04;282;135;147;11
60;;1;0;57;;45;Lebrade;18,59;531;267;264;29
60;;1;0;57;;46;Lehmkuhlen;31,25; 1 263;634;629;40
60;;1;0;57;;47;Löptin;9,08;256;127;129;28
60;;1;0;57;;48;Lütjenburg, Stadt;6,15; 5 436; 2 570; 2 866;884
60;;1;0;57;;49;Lutterbek;3,23;296;151;145;92
60;;1;0;57;;50;Martensrade;19,53;665;343;322;34
60;;1;0;57;;51;Mönkeberg;2,7; 3 309; 1 601; 1 708;1 226
60;;1;0;57;;52;Mucheln;14,28;515;270;245;36
60;;1;0;57;;53;Nehmten;22,04;249;126;123;11
60;;1;0;57;;54;Nettelsee;6,47;354;171;183;55
60;;1;0;57;;55;Panker;22,7; 1 175;604;571;52
60;;1;0;57;;56;Passade;4,32;214;116;98;50
60;;1;0;57;;57;Plön, Stadt;35,94; 11 463; 6 451; 5 012;319
60;;1;0;57;;58;Pohnsdorf;24,62;422;220;202;17
60;;1;0;57;;59;Postfeld;8,33;404;201;203;48
60;;1;0;57;;60;Prasdorf;4,76;379;188;191;80
60;;1;0;57;;62;Preetz, Stadt;14,4; 15 165; 7 131; 8 034;1 053
60;;1;0;57;;63;Probsteierhagen;14,95; 1 763;845;918;118
60;;1;0;57;;64;Raisdorf;11,29; 7 135; 3 472; 3 663;632
60;;1;0;57;;65;Rantzau;16,91;289;155;134;17
60;;1;0;57;;66;Rastorf;20,02;807;421;386;40
60;;1;0;57;;67;Rathjensdorf;12,58;508;261;247;40
60;;1;0;57;;68;Rendswühren;19,59;670;365;305;34
60;;1;0;57;;69;Ruhwinkel;13,13;887;455;432;68
60;;1;0;57;;70;Schellhorn;10,54; 1 487;727;760;141
60;;1;0;57;;71;Schillsdorf;26,47;766;402;364;29
60;;1;0;57;;72;Schlesen;7,99;406;205;201;51
60;;1;0;57;;73;Schönberg (Holstein);11,64; 6 790; 3 393; 3 397;583
60;;1;0;57;;74;Schönkirchen;16,02; 5 831; 2 877; 2 954;364
60;;1;0;57;;76;Schwartbuck;13,1;645;327;318;49
60;;1;0;57;;77;Selent;4,26; 1 210;603;607;284
60;;1;0;57;;78;Stakendorf;7,96;430;207;223;54
60;;1;0;57;;79;Stein;3,83;736;362;374;192
60;;1;0;57;;80;Stolpe;23,21; 1 087;552;535;47
60;;1;0;57;;81;Stoltenberg;7,78;318;160;158;41
60;;1;0;57;;82;Tröndel;7,58;363;190;173;48
60;;1;0;57;;83;Tasdorf;5,12;354;186;168;69
60;;1;0;57;;84;Wahlstorf;14,83;458;226;232;31
60;;1;0;57;;85;Wankendorf;13,34; 2 329; 1 103; 1 226;175
60;;1;0;57;;86;Warnau;3,98;312;156;156;78
60;;1;0;57;;87;Wendtorf;4,96;974;502;472;196
60;;1;0;57;;88;Wisch;9,2;540;278;262;59
60;;1;0;57;;89;Wittmoldt;5,7;187;96;91;33
60;;1;0;57;;90;Fargau-Pratjau;23,53;627;319;308;27
40;;1;0;58;;;Rendsburg-Eckernförde;;;;;
60;;1;0;58;;1;Achterwehr;15,68;801;399;402;51
60;;1;0;58;;2;Ahlefeld;4,18;161;85;76;39
60;;1;0;58;;3;Alt Duvenstedt;21,15; 1 433;719;714;68
60;;1;0;58;;4;Altenhof;12,09;260;126;134;22
60;;1;0;58;;5;Altenholz;19,51; 9 428; 4 698; 4 730;483
60;;1;0;58;;7;Arpsdorf;12,1;236;131;105;20
60;;1;0;58;;8;Ascheffel;10,39;749;381;368;72
60;;1;0;58;;9;Aukrug;49,89; 3 139; 1 539; 1 600;63
60;;1;0;58;;10;Bargstall;4,62;127;68;59;27
60;;1;0;58;;11;Bargstedt;25,32;686;339;347;27
60;;1;0;58;;12;Barkelsby;17,85; 1 484;731;753;83
60;;1;0;58;;13;Beldorf;12;334;161;173;28
60;;1;0;58;;14;Bendorf;20,58;444;234;210;22
60;;1;0;58;;15;Beringstedt;14,26;671;346;325;47
60;;1;0;58;;16;Bissee;9,27;188;100;88;20
60;;1;0;58;;17;Bistensee;5,87;244;127;117;42
60;;1;0;58;;18;Blumenthal;7,8;606;305;301;78
60;;1;0;58;;19;Böhnhusen;5,28;323;159;164;61
60;;1;0;58;;21;Bokel;15,27;633;311;322;41
60;;1;0;58;;22;Bordesholm;10,16; 6 755; 3 249; 3 506;665
60;;1;0;58;;23;Borgdorf-Seedorf;6,65;290;139;151;44
60;;1;0;58;;24;Borgstedt;9,4; 1 130;581;549;120
60;;1;0;58;;25;Bornholt;10,97;183;100;83;17
60;;1;0;58;;26;Bovenau;26,2;827;390;437;32
60;;1;0;58;;27;Brammer;13,66;345;169;176;25
60;;1;0;58;;28;Bredenbek;12,43;947;482;465;76
60;;1;0;58;;29;Breiholz;18,49; 1 233;641;592;67
60;;1;0;58;;30;Brekendorf;20,48;757;378;379;37
60;;1;0;58;;31;Brinjahe;4,62;128;63;65;28
60;;1;0;58;;32;Brodersby;9,82;659;336;323;67
60;;1;0;58;;33;Brügge;7,86;827;419;408;105
60;;1;0;58;;34;Büdelsdorf;6,23; 10 359; 5 054; 5 305;1 663
60;;1;0;58;;35;Bünsdorf;13,24;490;248;242;37
60;;1;0;58;;36;Christiansholm;8,39;234;127;107;28
60;;1;0;58;;37;Dänischenhagen;15,71; 2 788; 1 378; 1 410;177
60;;1;0;58;;38;Dätgen;10,61;435;214;221;41
60;;1;0;58;;39;Damendorf;7,48;363;185;178;49
60;;1;0;58;;40;Damp;13,81; 1 569;770;799;114
60;;1;0;58;;42;Dörphof;15,02;704;337;367;47
60;;1;0;58;;43;Eckernförde, Stadt;17,96; 22 426; 10 944; 11 482;1 249
60;;1;0;58;;44;Ehndorf;14,72;404;211;193;27
60;;1;0;58;;45;Eisendorf;5,49;201;92;109;37
60;;1;0;58;;46;Ellerdorf;10,2;404;211;193;40
60;;1;0;58;;47;Elsdorf-Westermühlen;27,5; 1 290;643;647;47
60;;1;0;58;;48;Embühren;7,45;201;97;104;27
60;;1;0;58;;49;Emkendorf;38,93; 1 308;652;656;34
60;;1;0;58;;50;Felde;13,87; 1 707;889;818;123
60;;1;0;58;;51;Felm;15,33;920;475;445;60
60;;1;0;58;;52;Fleckeby;12,31; 1 440;716;724;117
60;;1;0;58;;53;Flintbek;17,56; 6 717; 3 296; 3 421;383
60;;1;0;58;;54;Fockbek;26,63; 5 361; 2 634; 2 727;201
60;;1;0;58;;55;Friedrichsgraben;5,38;52;29;23;10
60;;1;0;58;;56;Friedrichsholm;7,13;382;189;193;54
60;;1;0;58;;57;Gammelby;8,3;466;235;231;56
60;;1;0;58;;58;Gettorf;9,19; 5 443; 2 680; 2 763;592
60;;1;0;58;;59;Gnutz;22,95;959;476;483;42
60;;1;0;58;;61;Gokels;10,64;532;268;264;50
60;;1;0;58;;62;Grauel;6,08;209;108;101;34
60;;1;0;58;;63;Grevenkrug;4,15;243;143;100;59
60;;1;0;58;;64;Groß Buchwald;8,94;318;158;160;36
60;;1;0;58;;65;Groß Vollstedt;9,04;710;360;350;79
60;;1;0;58;;66;Groß Wittensee;23,61;962;495;467;41
60;;1;0;58;;67;Güby;11,89;828;428;400;70
60;;1;0;58;;68;Haale;13,03;488;240;248;37
60;;1;0;58;;69;Haby;5,79;360;180;180;62
60;;1;0;58;;70;Hamdorf;30,84; 1 203;594;609;39
60;;1;0;58;;71;Hamweddel;9,66;413;217;196;43
60;;1;0;58;;72;Hanerau-Hademarschen;14,6; 3 053; 1 437; 1 616;209
60;;1;0;58;;73;Haßmoor;10,28;255;142;113;25
60;;1;0;58;;74;Heinkenborstel;7,54;180;89;91;24
60;;1;0;58;;75;Hörsten;8,82;57;31;26;6
60;;1;0;58;;76;Hoffeld;6,62;135;58;77;20
60;;1;0;58;;77;Hohenwestedt;17,84; 4 451; 2 088; 2 363;249
60;;1;0;58;;78;Hohn;31,94; 1 935;930; 1 005;61
60;;1;0;58;;80;Holtsee;21,71; 1 139;546;593;52
60;;1;0;58;;81;Holzbunge;5,19;307;150;157;59
60;;1;0;58;;82;Holzdorf;17,35;881;450;431;51
60;;1;0;58;;83;Hütten;6,91;177;90;87;26
60;;1;0;58;;84;Hummelfeld;7,98;243;132;111;30
60;;1;0;58;;85;Jahrsdorf;8,76;225;114;111;26
60;;1;0;58;;86;Jevenstedt;45,38; 2 740; 1 361; 1 379;60
60;;1;0;58;;87;Karby;2,06;629;292;337;305
60;;1;0;58;;88;Klein Wittensee;4,31;200;83;117;46
60;;1;0;58;;89;Königshügel;6,26;132;64;68;21
60;;1;0;58;;90;Kosel;30; 1 188;581;607;40
60;;1;0;58;;91;Krogaspe;11,82;398;209;189;34
60;;1;0;58;;92;Kronshagen;5,35; 12 138; 5 707; 6 431;2 269
60;;1;0;58;;93;Krummwisch;13,91;576;304;272;41
60;;1;0;58;;94;Langwedel;24,22; 1 119;576;543;46
60;;1;0;58;;96;Lindau;25,18; 1 195;608;587;47
60;;1;0;58;;97;Lohe-Föhrden;16,03;758;538;220;47
60;;1;0;58;;98;Loop;8,34;169;93;76;20
60;;1;0;58;;99;Loose;13,11;758;379;379;58
60;;1;0;58;;100;Lütjenwestedt;22,31;574;282;292;26
60;;1;0;58;;101;Luhnstedt;15,34;349;166;183;23
60;;1;0;58;;102;Goosefeld;9,8;648;325;323;66
60;;1;0;58;;103;Meezen;8,6;307;158;149;36
60;;1;0;58;;104;Melsdorf;5,86; 1 272;649;623;217
60;;1;0;58;;105;Mielkendorf;7,7; 1 109;559;550;144
60;;1;0;58;;106;Mörel;8,69;172;87;85;20
60;;1;0;58;;107;Molfsee;7,25; 5 159; 2 451; 2 708;712
60;;1;0;58;;108;Mühbrook;5,3;440;221;219;83
60;;1;0;58;;109;Negenharrie;12,43;326;170;156;26
60;;1;0;58;;110;Neudorf-Bornstein;14,17;915;467;448;65
60;;1;0;58;;111;Neu Duvenstedt;5,72;123;66;57;22
60;;1;0;58;;112;Neuwittenbek;13,12; 1 188;602;586;91
60;;1;0;58;;113;Nienborstel;16,4;557;276;281;34
60;;1;0;58;;115;Nindorf;14,04;537;260;277;38
60;;1;0;58;;116;Noer;13,9;766;394;372;55
60;;1;0;58;;117;Nortorf, Stadt;12,74; 6 530; 3 134; 3 396;513
60;;1;0;58;;118;Nübbel;14,02; 1 276;645;631;91
60;;1;0;58;;119;Oldenbüttel;7,98;250;125;125;31
60;;1;0;58;;120;Oldenhütten;4,33;113;55;58;26
60;;1;0;58;;121;Osdorf;19,87; 1 878;939;939;95
60;;1;0;58;;122;Ostenfeld (Rendsburg);7,27;432;226;206;59
60;;1;0;58;;123;Osterby;9,84;838;429;409;85
60;;1;0;58;;124;Osterrönfeld;16,12; 3 603; 1 742; 1 861;224
60;;1;0;58;;125;Osterstedt;10,95;550;286;264;50
60;;1;0;58;;126;Ottendorf;3,55;740;413;327;208
60;;1;0;58;;127;Owschlag;39,32; 2 851; 1 414; 1 437;73
60;;1;0;58;;128;Padenstedt;14,59;767;399;368;53
60;;1;0;58;;129;Prinzenmoor;5,33;150;79;71;28
60;;1;0;58;;130;Quarnbek;16,17; 1 606;783;823;99
60;;1;0;58;;131;Rade b. Hohenwestedt;3,21;69;38;31;21
60;;1;0;58;;132;Rade b. Rendsburg;6,46;280;149;131;43
60;;1;0;58;;133;Reesdorf;3,07;116;63;53;38
60;;1;0;58;;134;Remmels;9,49;431;211;220;45
60;;1;0;58;;135;Rendsburg, Stadt;25,11; 31 170; 14 754; 16 416;1 241
60;;1;0;58;;136;Rickert;5,52;882;467;415;160
60;;1;0;58;;137;Rieseby;38,84; 1 909;951;958;49
60;;1;0;58;;138;Rodenbek;7,09;469;230;239;66
60;;1;0;58;;139;Rumohr;8,6;678;340;338;79
60;;1;0;58;;140;Schacht-Audorf;6,58; 4 116; 2 019; 2 097;626
60;;1;0;58;;141;Schierensee;9,18;396;200;196;43
60;;1;0;58;;142;Schinkel;10,21;867;435;432;85
60;;1;0;58;;143;Schmalstede;4,81;214;108;106;44
60;;1;0;58;;144;Schönbek;6,11;177;85;92;29
60;;1;0;58;;145;Schönhorst;3,55;326;162;164;92
60;;1;0;58;;146;Schülldorf;12,64;516;263;253;41
60;;1;0;58;;147;Schülp b. Nortorf;9,86;655;353;302;66
60;;1;0;58;;148;Schülp b. Rendsburg;10,71;870;414;456;81
60;;1;0;58;;150;Schwedeneck;28,52; 2 588; 1 325; 1 263;91
60;;1;0;58;;151;Seefeld;6,77;309;155;154;46
60;;1;0;58;;152;Sehestedt;15,25;626;314;312;41
60;;1;0;58;;153;Sören;6,5;137;76;61;21
60;;1;0;58;;154;Sophienhamm;5,91;309;161;148;52
60;;1;0;58;;155;Stafstedt;11,83;350;181;169;30
60;;1;0;58;;156;Steenfeld;11,02;362;182;180;33
60;;1;0;58;;157;Strande;13,72; 1 592;775;817;116
60;;1;0;58;;158;Tackesdorf;7,65;78;39;39;10
60;;1;0;58;;159;Tappendorf;6,68;289;152;137;43
60;;1;0;58;;160;Techelsdorf;4,34;164;83;81;38
60;;1;0;58;;161;Thaden;12,05;271;142;129;22
60;;1;0;58;;162;Thumby;27,39;562;265;297;21
60;;1;0;58;;163;Timmaspe;15,42;865;451;414;56
60;;1;0;58;;164;Todenbüttel;11,81;972;503;469;82
60;;1;0;58;;165;Tüttendorf;17,9;905;468;437;51
60;;1;0;58;;166;Waabs;33,25; 1 227;627;600;37
60;;1;0;58;;167;Wapelfeld;8,12;219;120;99;27
60;;1;0;58;;168;Warder;8,69;403;207;196;46
60;;1;0;58;;169;Wasbek;23,5; 1 775;853;922;76
60;;1;0;58;;170;Wattenbek;6,05; 2 318; 1 131; 1 187;383
60;;1;0;58;;171;Westensee;36,91; 1 486;762;724;40
60;;1;0;58;;172;Westerrönfeld;7,81; 3 906; 1 913; 1 993;500
60;;1;0;58;;173;Windeby;14,79; 1 008;524;484;68
60;;1;0;58;;174;Winnemark;9,6;490;243;247;51
40;;1;0;59;;;Schleswig-Flensburg;;;;;
60;;1;0;59;;1;Alt Bennebek;14,19;293;154;139;21
60;;1;0;59;;2;Arnis, Stadt;0,45;341;169;172;758
60;;1;0;59;;5;Bergenhusen;18,21;750;368;382;41
60;;1;0;59;;6;Böel;13,64;639;325;314;47
60;;1;0;59;;8;Böklund;7,86; 1 315;625;690;167
60;;1;0;59;;9;Börm;18,24;794;408;386;44
60;;1;0;59;;10;Bollingstedt;27,05; 1 284;647;637;47
60;;1;0;59;;11;Boren;18,49;801;394;407;43
60;;1;0;59;;12;Borgwedel;9,96;533;244;289;54
60;;1;0;59;;14;Brebel;6,95;273;129;144;39
60;;1;0;59;;16;Brodersby;10,37;519;270;249;50
60;;1;0;59;;18;Busdorf;5,35; 1 520;765;755;284
60;;1;0;59;;19;Dannewerk;16,65;997;498;499;60
60;;1;0;59;;20;Dörpstedt;16,61;554;283;271;33
60;;1;0;59;;21;Dollrottfeld;4,99;260;129;131;52
60;;1;0;59;;22;Ekenis;8;251;114;137;31
60;;1;0;59;;23;Ellingstedt;21,49;779;381;398;36
60;;1;0;59;;24;Erfde;33,95; 1 871;926;945;55
60;;1;0;59;;26;Fahrdorf;12; 1 917;922;995;160
60;;1;0;59;;32;Geltorf;8,08;297;129;168;37
60;;1;0;59;;33;Goltoft;3,09;176;82;94;57
60;;1;0;59;;34;Grödersby;6,64;250;117;133;38
60;;1;0;59;;35;Groß Rheide;15,37;775;382;393;50
60;;1;0;59;;37;Havetoft;14,53;806;391;415;55
60;;1;0;59;;38;Havetoftloit;14,9;813;394;419;55
60;;1;0;59;;39;Hollingstedt;17,51;836;411;425;48
60;;1;0;59;;41;Hüsby;9,68;575;289;286;59
60;;1;0;59;;42;Idstedt;13,41;787;389;398;59
60;;1;0;59;;43;Jagel;11,89;753;381;372;63
60;;1;0;59;;44;Jübek;15,58; 1 934;944;990;124
60;;1;0;59;;45;Kappeln, Stadt;43,32; 10 274; 5 532; 4 742;237
60;;1;0;59;;47;Kiesby;3,66;223;120;103;61
60;;1;0;59;;49;Klappholz;8,22;389;195;194;47
60;;1;0;59;;50;Klein Bennebek;25,63;558;297;261;22
60;;1;0;59;;51;Klein Rheide;12,82;283;149;134;22
60;;1;0;59;;53;Kropp;32,4; 5 405; 2 709; 2 696;167
60;;1;0;59;;55;Loit;6,69;238;121;117;36
60;;1;0;59;;56;Lottorf;5,78;192;97;95;33
60;;1;0;59;;57;Lürschau;16,52;847;431;416;51
60;;1;0;59;;58;Meggerdorf;23,51;697;366;331;30
60;;1;0;59;;60;Mohrkirch;14,4; 1 015;503;512;70
60;;1;0;59;;62;Neuberend;4,36;968;479;489;222
60;;1;0;59;;63;Norderbrarup;3,98;469;222;247;118
60;;1;0;59;;64;Norderstapel;15,9;762;369;393;48
