Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2015 (Jahr);;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2
am 31.12.2015 (Jahr) 1)";Bevölkerung;;;;Post-leit-zahl 2);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung;
;;Gebietsstand am 31.12.2015 (Jahr), Fläche im Juli 2017 revidiert  ;;;;;;;"am 31.12.2015 (Jahr) 
auf Grundlage des Zensus 2011";;;;;Zuordnungsstand am 31.12.2014 (Jahr);;;;;;
;;;;;;;;;;;;;;;;;;;;
60;64;14;7;30;0160;160;Laußig;103,39; 3 764; 1 915; 1 849;  36;04838;12,632266;51,546076;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0170;;Liebschützberg;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0170;170;Liebschützberg;68,67; 2 996; 1 528; 1 468;  44;04758;13,154777;51,352138;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0180;;Löbnitz;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0180;180;Löbnitz;37,38; 2 065; 1 026; 1 039;  55;04509;12,463167;51,592229;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0190;;Mockrehna;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0190;190;Mockrehna;115,82; 5 023; 2 540; 2 483;  43;04862;12,815498;51,507858;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0200;;Mügeln, Stadt;;  ;  ;  ;;;;;;;;;
60;63;14;7;30;0200;200;Mügeln, Stadt;55,08; 6 071; 3 002; 3 069;  110;04769;13,046003;51,236779;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0210;;Naundorf;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0210;210;Naundorf;36,92; 2 354; 1 216; 1 138;  64;04758;13,106636;51,257096;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0230;;Oschatz, Stadt;;  ;  ;  ;;;;;;;;;
60;63;14;7;30;0230;230;Oschatz, Stadt;55,44; 14 734; 7 188; 7 546;  266;04758;13,10932;51,297266;C07;Sächsisches Burgen- und Heideland;02;mittlere Besiedlungsdichte;
50;50;14;7;30;0250;;Rackwitz;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0250;250;Rackwitz;35,85; 4 931; 2 539; 2 392;  138;04519;12,380413;51,435447;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0270;;Schkeuditz, Stadt;;  ;  ;  ;;;;;;;;;
60;63;14;7;30;0270;270;Schkeuditz, Stadt;81,47; 17 443; 8 891; 8 552;  214;04435;12,221712;51,396211;C07;Sächsisches Burgen- und Heideland;02;mittlere Besiedlungsdichte;
50;50;14;7;30;0300;;Taucha, Stadt;;  ;  ;  ;;;;;;;;;
60;63;14;7;30;0300;300;Taucha, Stadt;33,23; 15 128; 7 323; 7 805;  455;04425;12,501717;51,38173;C07;Sächsisches Burgen- und Heideland;02;mittlere Besiedlungsdichte;
50;50;14;7;30;0330;;Wermsdorf;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0330;330;Wermsdorf;104,55; 5 309; 2 600; 2 709;  51;04779;12,939444;51,283787;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;50;14;7;30;0340;;Wiedemar;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;0340;340;Wiedemar;95,55; 5 208; 2 621; 2 587;  55;04509;12,207248;51,465778;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;54;14;7;30;5302;;Beilrode;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;5302;010;Arzberg;58,55; 1 982; 1 021;  961;  34;04886;13,124527;51,527348;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
60;64;14;7;30;5302;030;Beilrode;93,26; 4 240; 2 137; 2 103;  45;04886;13,067067;51,569501;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;54;14;7;30;5303;;Dommitzsch;;  ;  ;  ;;;;;;;;;
60;63;14;7;30;5303;090;Dommitzsch, Stadt;30,44; 2 564; 1 271; 1 293;  84;04880;12,883596;51,639733;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
60;64;14;7;30;5303;120;Elsnig;36,90; 1 455;  747;  708;  39;04880;12,928442;51,61115;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
60;64;14;7;30;5303;320;Trossin;79,68; 1 290;  648;  642;  16;04880;12,824604;51,618371;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;54;14;7;30;5306;;Krostitz;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;5306;150;Krostitz;43,21; 3 763; 1 926; 1 837;  87;04509;12,453835;51,461574;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
60;64;14;7;30;5306;280;Schönwölkau;49,41; 2 433; 1 227; 1 206;  49;04509;12,483789;51,506288;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
50;54;14;7;30;5311;;Torgau;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;5311;100;Dreiheide;33,61; 2 130; 1 074; 1 056;  63;04860;12,869625;51,561067;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
60;63;14;7;30;5311;310;Torgau, Stadt;102,81; 20 047; 9 901; 10 146;  195;04860;13,004299;51,558563;C07;Sächsisches Burgen- und Heideland;02;mittlere Besiedlungsdichte;
50;56;14;7;30;5601;;Eilenburg-West;;  ;  ;  ;;;;;;;;;
60;64;14;7;30;5601;140;Jesewitz;52,44; 3 017; 1 523; 1 494;  58;04838;12,562548;51,422925;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
60;64;14;7;30;5601;360;Zschepplin;68,35; 2 881; 1 441; 1 440;  42;04838;12,603693;51,501903;C07;Sächsisches Burgen- und Heideland;03;gering besiedelt;
10;;15;;;;;Sachsen-Anhalt;;;;;;;;;;;;;
40;41;15;0;01;;;Dessau-Roßlau, Stadt;;  ;  ;  ;;;;;;;;;
50;50;15;0;01;0000;;Dessau-Roßlau, Stadt;;  ;  ;  ;;;;;;;;;
60;61;15;0;01;0000;000;Dessau-Roßlau, Stadt;244,74; 82 919; 40 311; 42 608;  339;06844;12,247059;51,860589;D03;Anhalt-Wittenberg;01;dicht besiedelt;
40;41;15;0;02;;;Halle (Saale), Stadt;;  ;  ;  ;;;;;;;;;
50;50;15;0;02;0000;;Halle (Saale), Stadt;;  ;  ;  ;;;;;;;;;
60;61;15;0;02;0000;000;Halle (Saale), Stadt;135,02; 236 991; 114 581; 122 410; 1 755;06108;11,970666;51,482478;D02;Halle, Saale, Unstrut;01;dicht besiedelt;
40;41;15;0;03;;;Magdeburg, Landeshauptstadt;;  ;  ;  ;;;;;;;;;
50;50;15;0;03;0000;;Magdeburg, Landeshauptstadt;;  ;  ;  ;;;;;;;;;
60;61;15;0;03;0000;000;Magdeburg, Landeshauptstadt;201,00; 235 723; 115 810; 119 913; 1 173;39104;11,632726;52,126248;D04;Magdeburg, Elbe-Börde-Heide;01;dicht besiedelt;
40;44;15;0;81;;;Altmarkkreis Salzwedel;;  ;  ;  ;;;;;;;;;
50;50;15;0;81;0030;;Arendsee (Altmark), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;81;0030;030;Arendsee (Altmark), Stadt;269,68; 6 929; 3 461; 3 468;  26;39619;11,489149;52,881825;D05;Altmark;03;gering besiedelt;
50;50;15;0;81;0135;;Gardelegen, Hansestadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;81;0135;135;Gardelegen, Hansestadt;632,43; 23 148; 11 600; 11 548;  37;39638;11,393176;52,527189;D05;Altmark;03;gering besiedelt;
50;50;15;0;81;0240;;Kalbe (Milde), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;81;0240;240;Kalbe (Milde), Stadt;272,70; 7 787; 3 955; 3 832;  29;39624;11,389156;52,656091;D05;Altmark;03;gering besiedelt;
50;50;15;0;81;0280;;Klötze, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;81;0280;280;Klötze, Stadt;278,29; 10 284; 5 057; 5 227;  37;38486;11,161472;52,626213;D05;Altmark;03;gering besiedelt;
50;50;15;0;81;0455;;Salzwedel, Hansestadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;81;0455;455;Salzwedel, Hansestadt;304,58; 24 410; 12 136; 12 274;  80;29410;11,153598;52,852966;D05;Altmark;02;mittlere Besiedlungsdichte;
50;53;15;0;81;5051;;Beetzendorf-Diesdorf;;  ;  ;  ;;;;;;;;;
60;64;15;0;81;5051;026;Apenburg-Winterfeld, Flecken;59,31; 1 735;  883;  852;  29;38486;11,221569;52,725445;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;045;Beetzendorf;97,97; 3 236; 1 644; 1 592;  33;38489;11,089028;52,7;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;095;Dähre;78,72; 1 474;  765;  709;  19;29413;10,908302;52,800712;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;105;Diesdorf, Flecken;100,51; 2 385; 1 173; 1 212;  24;29413;10,875856;52,751302;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;225;Jübar;70,89; 1 660;  840;  820;  23;38489;10,907769;52,688922;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;290;Kuhfelde;45,59; 1 138;  587;  551;  25;29416;11,114595;52,785222;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;440;Rohrberg;38,27; 1 103;  549;  554;  29;38489;11,039679;52,70737;D05;Altmark;03;gering besiedelt;
60;64;15;0;81;5051;545;Wallstawe;44,09;  875;  454;  421;  20;29413;11,019325;52,796637;D05;Altmark;03;gering besiedelt;
40;44;15;0;82;;;Anhalt-Bitterfeld;;  ;  ;  ;;;;;;;;;
50;50;15;0;82;0005;;Aken (Elbe), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0005;005;Aken (Elbe), Stadt;59,91; 7 799; 3 808; 3 991;  130;06385;12,043952;51,852549;D03;Anhalt-Wittenberg;02;mittlere Besiedlungsdichte;
50;50;15;0;82;0015;;Bitterfeld-Wolfen, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0015;015;Bitterfeld-Wolfen, Stadt;86,96; 40 480; 19 572; 20 908;  466;06766;12,324812;51,625226;D03;Anhalt-Wittenberg;03;gering besiedelt;
50;50;15;0;82;0180;;Köthen (Anhalt), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0180;180;Köthen (Anhalt), Stadt;78,44; 26 519; 12 963; 13 556;  338;06366;11,973406;51,751224;D03;Anhalt-Wittenberg;02;mittlere Besiedlungsdichte;
50;50;15;0;82;0241;;Muldestausee;;  ;  ;  ;;;;;;;;;
60;64;15;0;82;0241;241;Muldestausee;137,52; 11 899; 5 949; 5 950;  87;06774;12,433947;51,652866;D03;Anhalt-Wittenberg;03;gering besiedelt;
50;50;15;0;82;0256;;Osternienburger Land;;  ;  ;  ;;;;;;;;;
60;64;15;0;82;0256;256;Osternienburger Land;138,73; 8 867; 4 496; 4 371;  64;06386;12,000076;51,801403;D03;Anhalt-Wittenberg;03;gering besiedelt;
50;50;15;0;82;0301;;Raguhn-Jeßnitz, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0301;301;Raguhn-Jeßnitz, Stadt;97,13; 9 493; 4 735; 4 758;  98;06779;12,266725;51,723559;D03;Anhalt-Wittenberg;02;mittlere Besiedlungsdichte;
50;50;15;0;82;0340;;Sandersdorf;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0340;340;Sandersdorf-Brehna, Stadt;81,84; 14 478; 7 071; 7 407;  177;06792;12,251427;51,602809;D03;Anhalt-Wittenberg;02;mittlere Besiedlungsdichte;
50;50;15;0;82;0377;;Südliches Anhalt, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0377;377;Südliches Anhalt, Stadt;191,54; 13 810; 6 861; 6 949;  72;06369;12,071179;51,693625;D03;Anhalt-Wittenberg;03;gering besiedelt;
50;50;15;0;82;0430;;Zerbst/Anhalt, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0430;430;Zerbst/Anhalt, Stadt;467,77; 22 055; 10 823; 11 232;  47;39261;12,085469;51,964039;D03;Anhalt-Wittenberg;03;gering besiedelt;
50;50;15;0;82;0440;;Zörbig, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;82;0440;440;Zörbig, Stadt;113,68; 9 417; 4 662; 4 755;  83;06780;12,122711;51,62858;D03;Anhalt-Wittenberg;03;gering besiedelt;
40;44;15;0;83;;;Börde;;  ;  ;  ;;;;;;;;;
50;50;15;0;83;0040;;Barleben;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;0040;040;Barleben;29,74; 9 229; 4 529; 4 700;  310;39179;11,620091;52,199761;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0270;;Haldensleben, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;83;0270;270;Haldensleben, Stadt;156,20; 19 439; 9 696; 9 743;  124;39340;11,410945;52,291258;D04;Magdeburg, Elbe-Börde-Heide;02;mittlere Besiedlungsdichte;
50;50;15;0;83;0298;;Hohe Börde;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;0298;298;Hohe Börde;171,74; 18 168; 9 130; 9 038;  106;39167;11,424029;52,186631;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0390;;Niedere Börde;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;0390;390;Niedere Börde;77,76; 7 066; 3 596; 3 470;  91;39326;11,508382;52,238542;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0411;;Oebisfelde-Weferlingen, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;83;0411;411;Oebisfelde-Weferlingen, Stadt;249,30; 13 916; 7 004; 6 912;  56;39646;11,095598;52,400919;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0415;;Oschersleben (Bode), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;83;0415;415;Oschersleben (Bode), Stadt;188,92; 19 883; 9 732; 10 151;  105;39387;11,227157;52,026437;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0490;;Sülzetal;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;0490;490;Sülzetal;103,71; 9 070; 4 541; 4 529;  87;39171;11,531983;52,020545;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0531;;Wanzleben-Börde, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;83;0531;531;Wanzleben-Börde, Stadt;188,07; 14 225; 7 109; 7 116;  76;39164;11,370861;52,095342;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;50;15;0;83;0565;;Wolmirstedt, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;83;0565;565;Wolmirstedt, Stadt;54,29; 11 620; 5 710; 5 910;  214;39326;11,62793;52,250483;D04;Magdeburg, Elbe-Börde-Heide;02;mittlere Besiedlungsdichte;
50;53;15;0;83;5051;;Elbe-Heide;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;5051;030;Angern;64,21; 2 025; 1 023; 1 002;  32;39326;11,734487;52,358478;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5051;120;Burgstall;116,45; 1 531;  736;  795;  13;39517;11,697357;52,407425;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5051;130;Colbitz;71,87; 3 320; 1 717; 1 603;  46;39326;11,609147;52,316878;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5051;361;Loitsche-Heinrichsberg;30,76;  955;  495;  460;  31;39326;11,710764;52,293738;D04;Magdeburg, Elbe-Börde-Heide;02;mittlere Besiedlungsdichte;
60;64;15;0;83;5051;440;Rogätz;23,86; 2 148; 1 040; 1 108;  90;39326;11,767588;52,317845;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5051;557;Westheide;50,80; 1 723;  889;  834;  34;39343;11,474711;52,293469;D04;Magdeburg, Elbe-Börde-Heide;02;mittlere Besiedlungsdichte;
60;64;15;0;83;5051;580;Zielitz;11,41; 1 786;  918;  868;  157;39326;11,673809;52,290169;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;53;15;0;83;5052;;Flechtingen;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;5052;020;Altenhausen;43,17; 1 120;  565;  555;  26;39343;11,253666;52,261877;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5052;060;Beendorf;6,83;  931;  474;  457;  136;39343;11,085883;52,242316;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5052;115;Bülstringen;25,39;  880;  446;  434;  35;39345;11,346712;52,320906;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5052;125;Calvörde;122,07; 3 488; 1 752; 1 736;  29;39359;11,293033;52,394996;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5052;205;Erxleben;83,38; 2 889; 1 479; 1 410;  35;39343;11,24209;52,219324;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5052;230;Flechtingen;73,52; 2 857; 1 428; 1 429;  39;39345;11,239355;52,332246;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5052;323;Ingersleben;31,29; 1 373;  698;  675;  44;39343;11,158501;52,214032;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;53;15;0;83;5053;;Obere Aller;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;5053;190;Eilsleben;55,61; 3 848; 1 905; 1 943;  69;39365;11,210857;52,147988;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5053;275;Harbke;18,92; 1 896; 1 139;  757;  100;39365;11,044792;52,189543;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5053;320;Hötensleben;60,78; 3 655; 1 837; 1 818;  60;39393;11,020955;52,118627;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5053;485;Sommersdorf;29,32; 1 419;  715;  704;  48;39365;11,07931;52,166282;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5053;505;Ummendorf;15,68;  987;  477;  510;  63;39365;11,181566;52,156434;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5053;515;Völpke;17,22; 1 329;  656;  673;  77;39393;11,09769;52,139226;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;64;15;0;83;5053;535;Wefensleben;12,63; 1 820;  924;  896;  144;39365;11,160065;52,18522;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
50;53;15;0;83;5054;;Westliche Börde;;  ;  ;  ;;;;;;;;;
60;64;15;0;83;5054;025;Am Großen Bruch;50,11; 2 139; 1 070; 1 069;  43;39393;11,079578;52,054844;D04;Magdeburg, Elbe-Börde-Heide;02;mittlere Besiedlungsdichte;
60;64;15;0;83;5054;035;Ausleben;33,29; 1 669;  855;  814;  50;39393;11,114198;52,089985;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;63;15;0;83;5054;245;Gröningen, Stadt;59,68; 3 621; 1 804; 1 817;  61;39397;11,218881;51,937091;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
60;63;15;0;83;5054;355;Kroppenstedt, Stadt;38,65; 1 448;  730;  718;  37;39397;11,308753;51,942154;D04;Magdeburg, Elbe-Börde-Heide;03;gering besiedelt;
40;44;15;0;84;;;Burgenlandkreis;;  ;  ;  ;;;;;;;;;
50;50;15;0;84;0130;;Elsteraue;;  ;  ;  ;;;;;;;;;
60;64;15;0;84;0130;130;Elsteraue;79,96; 8 452; 4 220; 4 232;  106;06729;12,194149;51,090018;D02;Halle, Saale, Unstrut;03;gering besiedelt;
50;50;15;0;84;0235;;Hohenmölsen, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;84;0235;235;Hohenmölsen, Stadt;75,31; 9 822; 4 747; 5 075;  130;06679;12,099931;51,156134;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
50;50;15;0;84;0315;;Lützen, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;84;0315;315;Lützen, Stadt;96,49; 8 625; 4 282; 4 343;  89;06686;12,141325;51,255903;D02;Halle, Saale, Unstrut;03;gering besiedelt;
50;50;15;0;84;0355;;Naumburg (Saale), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;84;0355;355;Naumburg (Saale), Stadt;129,90; 33 012; 15 990; 17 022;  254;06618;11,80982;51,152095;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
50;50;15;0;84;0490;;Teuchern, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;84;0490;490;Teuchern, Stadt;81,36; 8 262; 4 140; 4 122;  102;06682;12,022043;51,118406;D02;Halle, Saale, Unstrut;03;gering besiedelt;
50;50;15;0;84;0550;;Weißenfels, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;84;0550;550;Weißenfels, Stadt;113,55; 40 398; 20 423; 19 975;  356;06667;11,970089;51,200769;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
50;50;15;0;84;0590;;Zeitz, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;84;0590;590;Zeitz, Stadt;87,18; 29 052; 14 054; 14 998;  333;06712;12,134473;51,050371;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
50;53;15;0;84;5051;;An der Finne;;  ;  ;  ;;;;;;;;;
60;64;15;0;84;5051;012;An der Poststraße;44,45; 1 698;  885;  813;  38;06647;11,55006;51,164237;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
60;63;15;0;84;5051;015;Bad Bibra, Stadt;49,77; 2 783; 1 387; 1 396;  56;06647;11,585379;51,208095;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;63;15;0;84;5051;125;Eckartsberga, Stadt;35,96; 2 449; 1 254; 1 195;  68;06648;11,561354;51,122573;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5051;132;Finne;25,04; 1 186;  606;  580;  47;06647;11,43046;51,218022;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
60;64;15;0;84;5051;133;Finneland;29,42; 1 092;  556;  536;  37;06647;11,509396;51,210333;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
60;64;15;0;84;5051;246;Kaiserpfalz;41,08; 1 585;  813;  772;  39;06642;11,458763;51,252681;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5051;282;Lanitz-Hassel-Tal;31,50; 1 131;  565;  566;  36;06628;11,632914;51,125959;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
50;53;15;0;84;5052;;Droyßiger-Zeitzer Forst;;  ;  ;  ;;;;;;;;;
60;64;15;0;84;5052;115;Droyßig;20,32; 2 016;  999; 1 017;  99;06722;12,027917;51,042114;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5052;207;Gutenborn;33,91; 1 821;  947;  874;  54;06712;12,123069;51,000931;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5052;275;Kretzschau;27,76; 2 505; 1 248; 1 257;  90;06712;12,071959;51,054601;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5052;442;Schnaudertal;20,72;  972;  509;  463;  47;06712;12,19112;50,981147;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
60;64;15;0;84;5052;565;Wetterzeube;41,45; 1 833;  911;  922;  44;06722;12,013143;51,006697;D02;Halle, Saale, Unstrut;03;gering besiedelt;
50;53;15;0;84;5053;;Unstruttal;;  ;  ;  ;;;;;;;;;
60;64;15;0;84;5053;025;Balgstädt;32,58; 1 143;  583;  560;  35;06632;11,732025;51,204907;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;63;15;0;84;5053;135;Freyburg (Unstrut), Stadt;46,55; 4 735; 2 318; 2 417;  102;06632;11,768996;51,212728;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5053;150;Gleina;29,58; 1 266;  652;  614;  43;06632;11,718901;51,257442;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5053;170;Goseck;14,56; 1 018;  502;  516;  70;06667;11,870477;51,19643;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5053;250;Karsdorf;19,84; 1 655;  819;  836;  83;06638;11,652332;51,279783;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;63;15;0;84;5053;285;Laucha an der Unstrut, Stadt;31,14; 2 969; 1 503; 1 466;  95;06636;11,676223;51,223667;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;63;15;0;84;5053;360;Nebra (Unstrut), Stadt;25,42; 3 349; 1 650; 1 699;  132;06642;11,577753;51,288914;D02;Halle, Saale, Unstrut;03;gering besiedelt;
50;53;15;0;84;5054;;Wethautal;;  ;  ;  ;;;;;;;;;
60;64;15;0;84;5054;013;Meineweh;25,25; 1 075;  585;  490;  43;06721;11,98731;51,076521;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5054;335;Mertendorf;32,51; 1 662;  844;  818;  51;06618;11,857217;51,118511;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5054;341;Molauer Land;33,94; 1 055;  535;  520;  31;06618;11,779817;51,067702;D02;Halle, Saale, Unstrut;02;mittlere Besiedlungsdichte;
60;63;15;0;84;5054;375;Osterfeld, Stadt;27,61; 2 490; 1 272; 1 218;  90;06721;11,932485;51,080735;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5054;445;Schönburg;14,60; 1 070;  547;  523;  73;06618;11,868537;51,159962;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;63;15;0;84;5054;470;Stößen, Stadt;7,29;  906;  425;  481;  124;06667;11,92285;51,114032;D02;Halle, Saale, Unstrut;03;gering besiedelt;
60;64;15;0;84;5054;560;Wethau;7,67;  994;  505;  489;  130;06618;11,857316;51,137983;D02;Halle, Saale, Unstrut;03;gering besiedelt;
40;44;15;0;85;;;Harz;;  ;  ;  ;;;;;;;;;
50;50;15;0;85;0040;;Ballenstedt, Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;85;0040;040;Ballenstedt, Stadt;86,65; 9 130; 4 452; 4 678;  105;06493;11,237514;51,72028;D01;Harz und Harzvorland;03;gering besiedelt;
50;50;15;0;85;0055;;Blankenburg (Harz), Stadt;;  ;  ;  ;;;;;;;;;
60;63;15;0;85;0055;055;Blankenburg (Harz), Stadt;148,89; 20 294; 9 799; 10 495;  136;38889;10,952601;51,791278;D01;Harz und Harzvorland;02;mittlere Besiedlungsdichte;
