Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2017 (Jahr);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2 1)
am 31.12.2017";Bevölkerung2);;;;Post-leit-zahl3);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;;;;
;;Gebietsstand am 31.12.2017 (Jahr);;;;;;;am 31.12.2017 (Jahr) ;;;;;Zuordnungsstand am 31.12.2017;;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung
;;;;;;;;;;;;;;;;;;;
60;64;1;0;53;5313;2;Alt Mölln;6,44;893;442;451;139;23881;10,658165;53,622775;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5313;5;Bälau;6,5;230;110;120;35;23881;10,621739;53,616381;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;13;Borstorf;8,64;299;145;154;35;23881;10,564234;53,613074;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;14;Breitenfelde;12,54; 1 938;973;965;155;23881;10,632977;53,605112;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5313;37;Grambek;12,66;474;229;245;37;23883;10,68068;53,574025;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;56;Hornbek;5,89;190;92;98;32;21514;10,648548;53,5589;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;84;Lehmrade;11,4;521;259;262;46;23883;10,752721;53,5947;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;95;Niendorf/ Stecknitz;8,41;661;317;344;79;23881;10,609244;53,587228;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;113;Schretstaken;8,47;515;267;248;61;21493;10,539293;53,586533;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;125;Talkau;4,88;522;264;258;107;21493;10,568741;53,576852;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;134;Woltersdorf;7,9;284;147;137;36;21516;10,640176;53,576862;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5318;;Büchen;;;;;;;;;;;;
60;64;1;0;53;5318;10;Besenthal;12,65;88;47;41;7;23899;10,743239;53,530139;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;15;Bröthen;10,69;304;159;145;28;21514;10,667504;53,480409;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;20;Büchen;16,85; 5 856; 2 885; 2 971;348;21514;10,616482;53,480926;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;29;Fitzen;9,11;361;190;171;40;21514;10,64667;53,493942;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;35;Göttin;5,21;67;32;35;13;21514;10,70343;53,533746;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;46;Gudow;42,25; 1 604;807;797;38;23899;10,77219;53,555336;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;48;Güster;7,78; 1 278;655;623;164;21514;10,680583;53,53952;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;64;Klein Pampau;4,17;625;318;307;150;21514;10,586656;53,512681;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;80;Langenlehsten;23,37;151;72;79;6;21514;10,740373;53,499816;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;92;Müssen;11,46; 1 125;562;563;98;21516;10,562042;53,494949;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;104;Roseburg;16,24;543;268;275;33;21514;10,625016;53,531303;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;115;Schulendorf;11,38;467;233;234;41;21516;10,561815;53,47331;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;119;Siebeneichen;4,68;256;127;129;55;21514;10,618693;53,510828;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;126;Tramm;6,74;355;180;175;53;21516;10,614693;53,56324;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;132;Witzeeze;10,46;869;392;477;83;21514;10,610144;53,452652;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5323;;Hohe Elbgeest;;;;;;;;;;;;
60;64;1;0;53;5323;3;Aumühle;3,48; 3 203; 1 534; 1 669;920;21521;10,313492;53,528598;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5323;12;Börnsen;8,41; 4 750; 2 369; 2 381;565;21039;10,285588;53,476743;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5323;23;Dassendorf;7,94; 3 347; 1 660; 1 687;422;21521;10,372665;53,488608;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5323;28;Escheburg;8,91; 3 406; 1 723; 1 683;382;21039;10,309429;53,46713;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5323;50;Hamwarde;6,67;863;424;439;129;21502;10,421397;53,452847;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5323;53;Hohenhorn;6,93;531;283;248;77;21526;10,367611;53,475734;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5323;72;Kröppelshagen-Fahrendorf;8,37; 1 308;658;650;156;21529;10,315197;53,488589;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5323;131;Wiershop;5,15;195;100;95;38;21502;10,451895;53,442501;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5323;133;Wohltorf;5,97; 2 421; 1 208; 1 213;406;21521;10,291254;53,517253;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5323;135;Worth;6,07;178;88;90;29;21502;10,40988;53,467424;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5343;;Lütau;;;;;;;;;;;;
60;64;1;0;53;5343;6;Basedow;7,47;653;325;328;87;21483;10,583592;53,416151;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;19;Buchhorst;5,19;154;73;81;30;21481;10,568335;53,384993;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;22;Dalldorf;6,05;344;172;172;57;21483;10,610487;53,435521;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;58;Juliusburg;6,03;180;83;97;30;21483;10,506484;53,41715;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;73;Krüzen;8,24;383;182;201;46;21483;10,527113;53,401518;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;74;Krukow;7,94;150;76;74;19;21483;10,478187;53,418864;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;82;Lanze;9,04;292;159;133;32;21483;10,604387;53,386341;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;87;Lütau;11,24;714;358;356;64;21483;10,545404;53,435861;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;111;Schnakenbek;13,02;841;408;433;65;21481;10,50018;53,385426;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5343;128;Wangelau;6,52;226;113;113;35;21483;10,546567;53,453726;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5358;;Lauenburgische Seen;;;;;;;;;;;;
60;64;1;0;53;5358;1;Albsfelde;4,18;74;36;38;18;23909;10,694451;53,679957;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;4;Bäk;4,3;900;423;477;209;23909;10,787081;53,716345;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;16;Brunsmark;4,29;159;79;80;37;23883;10,750236;53,617106;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;18;Buchholz;2,93;239;119;120;82;23911;10,745377;53,731393;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;26;Einhaus;2,53;402;196;206;159;23911;10,725697;53,714136;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;30;Fredeburg;10,09;38;19;19;4;23909;10,72727;53,674253;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;33;Giesensdorf;2,73;147;68;79;54;23909;10,713651;53,688273;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;40;Groß Disnack;5,99;84;42;42;14;23911;10,69059;53,741974;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;41;Groß Grönau;4,9; 3 721; 1 812; 1 909;759;23627;10,750476;53,801387;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5358;43;Groß Sarau;17,08; 1 002;493;509;59;23627;10,737415;53,771827;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;51;Harmsdorf;3,57;318;161;157;89;23911;10,725868;53,700407;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;54;Hollenbek;7,21;417;219;198;58;23883;10,819794;53,592298;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;57;Horst;12,05;204;101;103;17;23883;10,77065;53,638591;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;62;Kittlitz;17,73;256;134;122;14;23911;10,918244;53,664141;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;66;Klein Zecher;9,11;245;116;129;27;23883;10,872803;53,577413;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;78;Kulpin;6,07;218;113;105;36;23911;10,695812;53,71009;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;88;Mechow;4,43;127;64;63;29;23909;10,801815;53,717556;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;93;Mustin;11,88;729;350;379;61;23911;10,886235;53,68453;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;98;Pogeez;4,51;479;234;245;106;23911;10,729435;53,750929;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;102;Römnitz;5,15;61;35;26;12;23909;10,769068;53,710716;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;107;Salem;25,1;607;305;302;24;23911;10,827965;53,656405;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;110;Schmilau;11,55;547;272;275;47;23911;10,75597;53,664589;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;117;Seedorf;27,88;506;256;250;18;23883;10,866858;53,619223;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;123;Sterley;21,39;926;470;456;43;23883;10,817631;53,620115;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5358;136;Ziethen;11,18; 1 080;521;559;97;23911;10,809322;53,693695;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;51;1;0;53;5373;;Schwarzenbek-Land;;;;;;;;;;;;
60;64;1;0;53;5373;7;Basthorst;10,82;420;210;210;39;21493;10,47139;53,576616;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;17;Brunstorf;13,76;725;367;358;53;21524;10,425938;53,491554;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;21;Dahmker;2,04;147;80;67;72;22946;10,444516;53,587821;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;27;Elmenhorst;12,99;852;449;403;66;21493;10,537551;53,544876;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;31;Fuhlenhagen;5,74;386;215;171;67;21493;10,5266;53,572959;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;36;Grabau;4,1;351;174;177;86;21493;10,519825;53,513609;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5373;42;Groß Pampau;4,31;152;74;78;35;21493;10,560301;53,521808;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;45;Grove;5,28;234;117;117;44;21493;10,492067;53,528123;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;47;Gülzow;17,07; 1 295;667;628;76;21483;10,490939;53,442249;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;49;Hamfelde;3,47;490;224;266;141;22929;10,44893;53,597194;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;52;Havekost;5,91;178;92;86;30;21493;10,473088;53,539918;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;59;Kankelau;4,21;211;103;108;50;21514;10,56832;53,549311;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;60;Kasseburg;7,89;584;289;295;74;22929;10,415399;53,567213;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;70;Köthel;1,52;268;140;128;176;22929;10,510002;53,606936;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;71;Kollow;8,21;586;284;302;71;21527;10,458784;53,463155;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;76;Kuddewörde;7,35; 1 377;683;694;187;22958;10,401901;53,587291;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;89;Möhnsen;7,47;561;295;266;75;21493;10,469197;53,559974;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;91;Mühlenrade;3,74;172;85;87;46;21493;10,48775;53,595838;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5373;106;Sahms;5,95;381;192;189;64;21493;10,532723;53,525807;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5391;;Sandesneben-Nusse;;;;;;;;;;;;
60;64;1;0;53;5391;25;Duvensee;12,39;563;274;289;45;23898;10,568351;53,693029;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;38;Grinau;2,74;298;151;147;109;23847;10,549505;53,775447;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;39;Groß Boden;2,7;202;104;98;75;23847;10,452871;53,752722;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;44;Groß Schenkenberg;6,52;552;268;284;85;23860;10,56488;53,793492;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;68;Klinkrade;7,4;608;289;319;82;23898;10,55033;53,716092;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;69;Koberg;11,98;774;399;375;65;23881;10,52596;53,639594;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;77;Kühsen;7,28;372;190;182;51;23898;10,615824;53,682661;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;79;Labenz;5,75;840;427;413;146;23898;10,524596;53,708352;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;81;Lankau;19,12;466;238;228;24;23881;10,665636;53,667879;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;85;Linau;9,66; 1 244;635;609;129;22959;10,46755;53,643933;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;86;Lüchow;4,61;287;143;144;62;23898;10,529518;53,690744;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;96;Nusse;6,22; 1 091;533;558;175;23896;10,575979;53,65908;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;97;Panten;13,83;638;315;323;46;23896;10,61977;53,664571;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;99;Poggensee;5,44;367;180;187;67;23896;10,579484;53,640102;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;101;Ritzerau;11,11;313;154;159;28;23896;10,567545;53,663003;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;108;Sandesneben;6,13; 1 813;908;905;296;23898;10,496793;53,68797;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;109;Schiphorst;8,15;644;308;336;79;23847;10,461627;53,708361;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;112;Schönberg;14,77; 1 360;686;674;92;22929;10,433054;53,677154;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;114;Schürensöhlen;2,75;154;77;77;56;23847;10,47204;53,763455;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;118;Siebenbäumen;8,82;627;337;290;71;23847;10,525162;53,749557;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;121;Sirksfelde;8,62;323;163;160;37;23898;10,509773;53,66533;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;122;Steinhorst;16,29;582;302;280;36;23847;10,48343;53,719989;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;124;Stubben;5,33;381;187;194;71;23847;10,43068;53,732928;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;127;Walksfelde;3,51;228;117;111;65;23896;10,575101;53,631901;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5391;130;Wentorf (Amt Sandesneben);4,99;719;359;360;144;23898;10,474911;53,67663;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;50;1;0;53;9105;;Sachsenwald (Forstgutsbez.),gemfr.Geb.;;;;;;;;;;;;
60;66;1;0;53;9105;105;Sachsenwald (Forstgutsbez.),gemfr.Geb.;58,49;  ;  ;  ;  ;;10,373262;53,530995;F04;übrig. Schleswig-Holstein;3;gering besiedelt
40;43;1;0;54;;;Nordfriesland;;;;;;;;;;;;
50;50;1;0;54;33;;Friedrichstadt, Stadt;;;;;;;;;;;;
60;63;1;0;54;33;33;Friedrichstadt, Stadt;4,02; 2 564; 1 209; 1 355;638;25866;9,087943;54,37346;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;50;1;0;54;56;;Husum, Stadt;;;;;;;;;;;;
60;63;1;0;54;56;56;Husum, Stadt;25,8; 23 274; 11 184; 12 090;902;25813;9,057178;54,477143;F01;Nordsee;2;mittlere Besiedlungsdichte
50;50;1;0;54;108;;Reußenköge;;;;;;;;;;;;
60;64;1;0;54;108;108;Reußenköge;45,91;316;175;141;7;25821;8,883096;54,620428;F01;Nordsee;3;gering besiedelt
50;50;1;0;54;138;;Tönning, Stadt;;;;;;;;;;;;
60;63;1;0;54;138;138;Tönning, Stadt;44,43; 4 986; 2 475; 2 511;112;25832;8,941868;54,31662;F01;Nordsee;3;gering besiedelt
50;50;1;0;54;168;;Sylt;;;;;;;;;;;;
60;64;1;0;54;168;168;Sylt;57,31; 13 638; 6 644; 6 994;238;25980;8,30875;54,90786;F01;Nordsee;3;gering besiedelt
50;51;1;0;54;5417;;Eiderstedt;;;;;;;;;;;;
60;64;1;0;54;5417;35;Garding, Kirchspiel;14,89;319;149;170;21;25836;8,78356;54,317383;F01;Nordsee;3;gering besiedelt
60;63;1;0;54;5417;36;Garding, Stadt;3,06; 2 719; 1 289; 1 430;889;25836;8,778217;54,327962;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;40;Grothusenkoog;3,27;21;11;10;6;25836;8,759033;54,302739;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;63;Katharinenheerd;8,41;181;89;92;22;25836;8,828074;54,335199;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;72;Kotzenbüll;7,77;209;107;102;27;25832;8,907487;54,333778;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;90;Norderfriedrichskoog;5,31;53;29;24;10;25870;8,893583;54,400271;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;95;Oldenswort;45,84; 1 261;630;631;28;25870;8,942989;54,372281;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5417;100;Osterhever;18,5;225;110;115;12;25836;8,765219;54,385302;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;104;Poppenbüll;15,52;222;119;103;14;25836;8,761168;54,361585;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;113;Sankt Peter-Ording;28,35; 3 960; 1 869; 2 091;140;25826;8,640495;54,302281;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;134;Tating;29,49;998;492;506;34;25881;8,708512;54,325497;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;135;Tetenbüll;36,42;619;292;327;17;25882;8,828234;54,352013;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;140;Tümlauer Koog;6,2;107;57;50;17;25881;8,689757;54,348337;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;145;Vollerwiek;4,62;211;112;99;46;25836;8,794694;54,290681;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;148;Welt;8,2;217;99;118;26;25836;8,79406;54,302402;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5417;150;Westerhever;13,32;98;46;52;7;25881;8,67563;54,382315;F01;Nordsee;3;gering besiedelt
50;51;1;0;54;5439;;Landschaft Sylt;;;;;;;;;;;;
60;64;1;0;54;5439;46;Hörnum (Sylt);5,64;916;481;435;162;25997;8,286546;54,7565;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5439;61;Kampen (Sylt);8,43;463;227;236;55;25999;8,342294;54,955508;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5439;78;List auf Sylt;18,4; 1 484;752;732;81;25992;8,436183;55,020026;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5439;149;Wenningstedt-Braderup (Sylt);6,16; 1 442;692;750;234;25996;8,319785;54,931063;F01;Nordsee;2;mittlere Besiedlungsdichte
50;51;1;0;54;5453;;Viöl;;;;;;;;;;;;
60;64;1;0;54;5453;3;Ahrenviöl;10,11;521;272;249;52;25885;9,206895;54,531254;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;4;Ahrenviölfeld;7,29;228;108;120;31;25885;9,274084;54,534607;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;11;Behrendorf;15,29;556;299;257;36;25850;9,22759;54,562059;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;13;Bondelum;9,18;170;95;75;19;25850;9,26682;54,556555;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;41;Haselund;12,79;857;443;414;67;25855;9,182961;54,591683;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;57;Immenstedt;14,61;633;323;310;43;25885;9,162503;54,541449;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;79;Löwenstedt;19,62;646;334;312;33;25864;9,174887;54,621612;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;92;Norstedt;13,5;401;208;193;30;25884;9,129313;54,588429;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;101;Oster-Ohrstedt;11,29;605;316;289;54;25885;9,227445;54,514539;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;118;Schwesing;15,63;950;494;456;61;25813;9,134622;54,493899;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;123;Sollwitt;10,95;274;140;134;25;25884;9,228482;54,594606;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;144;Viöl;18,96; 2 244; 1 083; 1 161;118;25884;9,180557;54,568875;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5453;152;Wester-Ohrstedt;18,54; 1 036;523;513;56;25885;9,190063;54,507226;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;54;5459;;Pellworm;;;;;;;;;;;;
60;64;1;0;54;5459;39;Gröde;2,52;9;4;5;4;25869;8,717443;54,631686;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;54;5459;50;Hallig Hooge;5,78;98;49;49;17;25859;8,550938;54,566389;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5459;74;Langeneß;11,57;140;72;68;12;25863;8,594129;54,637917;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5459;103;Pellworm;37,45; 1 137;537;600;30;25849;8,686238;54,518632;F01;Nordsee;3;gering besiedelt
50;51;1;0;54;5488;;Föhr-Amrum;;;;;;;;;;;;
60;64;1;0;54;5488;5;Alkersum;9,07;392;186;206;43;25938;8,511244;54,708245;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;15;Borgsum;5,51;350;174;176;64;25938;8,460009;54,699989;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;25;Dunsum;2,72;72;32;40;26;25938;8,414572;54,730715;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;83;Midlum;8,5;443;192;251;52;25938;8,518625;54,714878;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;85;Nebel;11,95;935;433;502;78;25946;8,353658;54,650612;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;87;Nieblum;7,86;582;283;299;74;25938;8,489439;54,691947;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;89;Norddorf auf Amrum;5,89;566;270;296;96;25946;8,332935;54,679638;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;94;Oevenum;10,87;439;206;233;40;25938;8,530541;54,710109;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;98;Oldsum;13,31;507;234;273;38;25938;8,447735;54,732075;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;129;Süderende;2,59;182;83;99;70;25938;8,439339;54,725601;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;143;Utersum;5,26;407;178;229;77;25938;8,407243;54,714455;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;158;Witsum;1,59;49;25;24;31;25938;8,44106;54,698516;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;160;Wittdün auf Amrum;2,61;813;379;434;311;25946;8,392971;54,626534;F01;Nordsee;3;gering besiedelt
60;64;1;0;54;5488;163;Wrixum;7,56;643;310;333;85;25938;8,549002;54,699012;F01;Nordsee;3;gering besiedelt
60;63;1;0;54;5488;164;Wyk auf Föhr, Stadt;8,08; 4 174; 1 931; 2 243;517;25938;8,567212;54,691093;F01;Nordsee;3;gering besiedelt
50;51;1;0;54;5489;;Südtondern;;;;;;;;;;;;
