Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2017 (Jahr);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2 1)
am 31.12.2017";Bevölkerung2);;;;Post-leit-zahl3);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;;;;
;;Gebietsstand am 31.12.2017 (Jahr);;;;;;;am 31.12.2017 (Jahr) ;;;;;Zuordnungsstand am 31.12.2017;;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung
;;;;;;;;;;;;;;;;;;;
60;64;14;5;22;110;110;Eppendorf;33,88; 4 140; 2 009; 2 131;122;9575;13,228813;50,799832;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;120;;Erlau;;;;;;;;;;;;
60;64;14;5;22;120;120;Erlau;37,83; 3 200; 1 636; 1 564;85;9306;12,931193;51,006513;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;140;;Flöha, Stadt;;;;;;;;;;;;
60;63;14;5;22;140;140;Flöha, Stadt;27,76; 10 767; 5 220; 5 547;388;9557;13,072994;50,858511;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;22;150;;Frankenberg/Sa., Stadt;;;;;;;;;;;;
60;63;14;5;22;150;150;Frankenberg/Sa., Stadt;65,62; 14 177; 7 029; 7 148;216;9669;13,030777;50,910034;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;50;14;5;22;170;;Frauenstein, Stadt;;;;;;;;;;;;
60;63;14;5;22;170;170;Frauenstein, Stadt;58,99; 2 860; 1 455; 1 405;48;9623;13,533996;50,801948;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;180;;Freiberg, Stadt, Universitätsstadt;;;;;;;;;;;;
60;63;14;5;22;180;180;Freiberg, Stadt, Universitätsstadt;48,32; 41 496; 20 911; 20 585;859;9599;13,344344;50,914868;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;22;190;;Geringswalde, Stadt;;;;;;;;;;;;
60;63;14;5;22;190;190;Geringswalde, Stadt;30,05; 4 229; 2 074; 2 155;141;9326;12,903355;51,076992;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;200;;Großhartmannsdorf;;;;;;;;;;;;
60;64;14;5;22;200;200;Großhartmannsdorf;32,21; 2 489; 1 281; 1 208;77;9618;13,318639;50,794271;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;210;;Großschirma, Stadt;;;;;;;;;;;;
60;63;14;5;22;210;210;Großschirma, Stadt;61,63; 5 613; 2 813; 2 800;91;9603;13,276907;50,966191;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;220;;Großweitzschen;;;;;;;;;;;;
60;64;14;5;22;220;220;Großweitzschen;44,45; 2 766; 1 407; 1 359;62;4720;13,045513;51,15772;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;230;;Hainichen, Stadt;;;;;;;;;;;;
60;63;14;5;22;230;230;Hainichen, Stadt;51,74; 8 549; 4 239; 4 310;165;9661;13,12406;50,968719;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;240;;Halsbrücke;;;;;;;;;;;;
60;64;14;5;22;240;240;Halsbrücke;41,04; 5 112; 2 510; 2 602;125;9633;13,350271;50,953666;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;250;;Hartha, Stadt;;;;;;;;;;;;
60;63;14;5;22;250;250;Hartha, Stadt;54,4; 7 121; 3 511; 3 610;131;4746;12,974007;51,098112;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;260;;Hartmannsdorf;;;;;;;;;;;;
60;64;14;5;22;260;260;Hartmannsdorf;10,29; 4 416; 2 141; 2 275;429;9232;12,798458;50,887106;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;50;14;5;22;290;;Königshain-Wiederau;;;;;;;;;;;;
60;64;14;5;22;290;290;Königshain-Wiederau;31,04; 2 637; 1 333; 1 304;85;9306;12,840299;50,973915;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;300;;Kriebstein;;;;;;;;;;;;
60;64;14;5;22;300;300;Kriebstein;31,08; 2 127; 1 051; 1 076;68;9648;13,0219;51,051083;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;310;;Leisnig, Stadt;;;;;;;;;;;;
60;63;14;5;22;310;310;Leisnig, Stadt;78,08; 8 277; 4 023; 4 254;106;4703;12,926623;51,159434;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;50;14;5;22;320;;Leubsdorf;;;;;;;;;;;;
60;64;14;5;22;320;320;Leubsdorf;34,47; 3 348; 1 686; 1 662;97;9573;13,166969;50,800578;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;330;;Lichtenau;;;;;;;;;;;;
60;64;14;5;22;330;330;Lichtenau;49,15; 7 114; 3 537; 3 577;145;9244;12,978527;50,904606;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;50;14;5;22;350;;Lunzenau, Stadt;;;;;;;;;;;;
60;63;14;5;22;350;350;Lunzenau, Stadt;28,33; 4 305; 2 128; 2 177;152;9328;12,754155;50,95988;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;390;;Mulda/Sa.;;;;;;;;;;;;
60;64;14;5;22;390;390;Mulda/Sa.;43,14; 2 539; 1 264; 1 275;59;9619;13,407333;50,808848;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;400;;Neuhausen/Erzgeb.;;;;;;;;;;;;
60;64;14;5;22;400;400;Neuhausen/Erzgeb.;48,09; 2 567; 1 312; 1 255;53;9544;13,466661;50,674028;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;420;;Niederwiesa;;;;;;;;;;;;
60;64;14;5;22;420;420;Niederwiesa;16,39; 4 871; 2 411; 2 460;297;9577;13,024548;50,865093;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;22;430;;Oberschöna;;;;;;;;;;;;
60;64;14;5;22;430;430;Oberschöna;44,29; 3 314; 1 669; 1 645;75;9600;13,250121;50,900838;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;440;;Oederan, Stadt;;;;;;;;;;;;
60;63;14;5;22;440;440;Oederan, Stadt;77,33; 8 027; 3 987; 4 040;104;9569;13,166415;50,861806;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;460;;Penig, Stadt;;;;;;;;;;;;
60;63;14;5;22;460;460;Penig, Stadt;63,37; 8 804; 4 321; 4 483;139;9322;12,706022;50,933482;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;470;;Rechenberg-Bienenmühle;;;;;;;;;;;;
60;64;14;5;22;470;470;Rechenberg-Bienenmühle;52,66; 1 933;974;959;37;9623;13,555734;50,7367;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;480;;Reinsberg;;;;;;;;;;;;
60;64;14;5;22;480;480;Reinsberg;49,71; 2 902; 1 461; 1 441;58;9629;13,363415;51,01052;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;22;500;;Rossau;;;;;;;;;;;;
60;64;14;5;22;500;500;Rossau;53,59; 3 572; 1 815; 1 757;67;9661;13,06898;50,998064;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;510;;Roßwein, Stadt;;;;;;;;;;;;
60;63;14;5;22;510;510;Roßwein, Stadt;44,1; 7 567; 3 808; 3 759;172;4741;13,183633;51,065071;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;540;;Striegistal;;;;;;;;;;;;
60;64;14;5;22;540;540;Striegistal;77,23; 4 650; 2 381; 2 269;60;9661;13,18038;51,050402;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;570;;Waldheim, Stadt;;;;;;;;;;;;
60;63;14;5;22;570;570;Waldheim, Stadt;41,71; 8 992; 4 611; 4 381;216;4736;13,017355;51,073265;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;50;14;5;22;580;;Wechselburg;;;;;;;;;;;;
60;64;14;5;22;580;580;Wechselburg;25,66; 1 842;934;908;72;9306;12,774976;51,004312;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;54;14;5;22;5102;;Burgstädt;;;;;;;;;;;;
60;63;14;5;22;5102;60;Burgstädt, Stadt;25,88; 10 684; 5 186; 5 498;413;9217;12,806921;50,918265;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
60;64;14;5;22;5102;380;Mühlau;8,09; 2 142; 1 076; 1 066;265;9241;12,759914;50,900744;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;64;14;5;22;5102;550;Taura;11,11; 2 404; 1 168; 1 236;216;9249;12,840631;50,918303;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;54;14;5;22;5113;;Lichtenberg/Erzgeb.;;;;;;;;;;;;
60;64;14;5;22;5113;340;Lichtenberg/Erzgeb.;33,39; 2 688; 1 309; 1 379;81;9638;13,431301;50,829739;C06;Erzgebirge;3;gering besiedelt
60;64;14;5;22;5113;590;Weißenborn/Erzgeb.;22,57; 2 497; 1 282; 1 215;111;9600;13,400964;50,871319;C06;Erzgebirge;3;gering besiedelt
50;54;14;5;22;5119;;Mittweida;;;;;;;;;;;;
60;64;14;5;22;5119;10;Altmittweida;14,08; 1 908;937;971;136;9648;12,956935;50,967479;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
60;63;14;5;22;5119;360;Mittweida, Stadt, Hochschulstadt;41,26; 14 852; 7 380; 7 472;360;9648;12,975993;50,986925;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;54;14;5;22;5123;;Ostrau;;;;;;;;;;;;
60;64;14;5;22;5123;450;Ostrau;52,7; 3 626; 1 819; 1 807;69;4749;13,159129;51,202502;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;64;14;5;22;5123;620;Zschaitz-Ottewig;18,26; 1 316;663;653;72;4720;13,161478;51,167435;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;54;14;5;22;5126;;Rochlitz;;;;;;;;;;;;
60;64;14;5;22;5126;280;Königsfeld;28,42; 1 444;733;711;51;9306;12,755705;51,063053;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;63;14;5;22;5126;490;Rochlitz, Stadt;23,76; 5 786; 2 775; 3 011;244;9306;12,799334;51,045679;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;64;14;5;22;5126;530;Seelitz;31,22; 1 753;873;880;56;9306;12,820314;51,031333;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;64;14;5;22;5126;600;Zettlitz;15,68;718;371;347;46;9306;12,837831;51,073229;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;54;14;5;22;5129;;Sayda;;;;;;;;;;;;
60;64;14;5;22;5129;90;Dorfchemnitz;29,58; 1 556;785;771;53;9619;13,451219;50,763562;C06;Erzgebirge;3;gering besiedelt
60;63;14;5;22;5129;520;Sayda, Stadt;35,3; 1 813;903;910;51;9619;13,423109;50,711291;C06;Erzgebirge;3;gering besiedelt
40;44;14;5;23;;;Vogtlandkreis;;;;;;;;;;;;
50;50;14;5;23;10;;Adorf/Vogtl., Stadt;;;;;;;;;;;;
60;63;14;5;23;10;10;Adorf/Vogtl., Stadt;42,92; 4 995; 2 389; 2 606;116;8626;12,256069;50,320622;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;20;;Auerbach/Vogtl., Stadt;;;;;;;;;;;;
60;63;14;5;23;20;20;Auerbach/Vogtl., Stadt;55,52; 18 562; 8 908; 9 654;334;8209;12,402307;50,508726;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;30;;Bad Brambach;;;;;;;;;;;;
60;64;14;5;23;30;30;Bad Brambach;43,92; 1 846;881;965;42;8648;12,312457;50,223255;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;40;;Bad Elster, Stadt;;;;;;;;;;;;
60;63;14;5;23;40;40;Bad Elster, Stadt;19,77; 3 668; 1 756; 1 912;186;8645;12,238262;50,282643;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;90;;Ellefeld;;;;;;;;;;;;
60;64;14;5;23;90;90;Ellefeld;4,55; 2 595; 1 259; 1 336;570;8236;12,391257;50,48394;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;100;;Elsterberg, Stadt;;;;;;;;;;;;
60;63;14;5;23;100;100;Elsterberg, Stadt;25,1; 4 004; 1 951; 2 053;160;7985;12,169477;50,608182;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;160;;Klingenthal, Stadt;;;;;;;;;;;;
60;63;14;5;23;160;160;Klingenthal, Stadt;50,44; 8 524; 4 118; 4 406;169;8248;12,469861;50,358646;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;170;;Lengenfeld, Stadt;;;;;;;;;;;;
60;63;14;5;23;170;170;Lengenfeld, Stadt;46,98; 7 158; 3 519; 3 639;152;8485;12,36572;50,569303;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;200;;Markneukirchen, Stadt;;;;;;;;;;;;
60;63;14;5;23;200;200;Markneukirchen, Stadt;69,06; 7 648; 3 759; 3 889;111;8258;12,328041;50,311884;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;245;;Muldenhammer;;;;;;;;;;;;
60;64;14;5;23;245;245;Muldenhammer;56,09; 3 088; 1 545; 1 543;55;8262;12,46299;50,43572;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;280;;Neumark;;;;;;;;;;;;
60;64;14;5;23;280;280;Neumark;17,31; 2 990; 1 507; 1 483;173;8496;12,355396;50,657197;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;310;;Pausa-Mühltroff, Stadt;;;;;;;;;;;;
60;63;14;5;23;310;310;Pausa-Mühltroff, Stadt;64,13; 4 992; 2 473; 2 519;78;7952;11,997007;50,580559;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;320;;Plauen, Stadt;;;;;;;;;;;;
60;63;14;5;23;320;320;Plauen, Stadt;102,11; 65 148; 31 737; 33 411;638;8523;12,135285;50,496039;C09;Vogtland;1;dicht besiedelt
50;50;14;5;23;330;;Pöhl;;;;;;;;;;;;
60;64;14;5;23;330;330;Pöhl;36,64; 2 545; 1 272; 1 273;69;8543;12,175236;50,55903;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;360;;Rodewisch, Stadt;;;;;;;;;;;;
60;63;14;5;23;360;360;Rodewisch, Stadt;26,88; 6 445; 3 178; 3 267;240;8228;12,403374;50,531885;C09;Vogtland;2;mittlere Besiedlungsdichte
50;50;14;5;23;365;;Rosenbach/Vogtl.;;;;;;;;;;;;
60;64;14;5;23;365;365;Rosenbach/Vogtl.;67,34; 4 247; 2 101; 2 146;63;8539;12,037253;50,546309;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;380;;Steinberg;;;;;;;;;;;;
60;64;14;5;23;380;380;Steinberg;20,37; 2 814; 1 364; 1 450;138;8237;12,504342;50,54012;C09;Vogtland;3;gering besiedelt
50;50;14;5;23;450;;Weischlitz;;;;;;;;;;;;
60;64;14;5;23;450;450;Weischlitz;121,63; 5 876; 2 901; 2 975;48;8538;12,057782;50,447551;C09;Vogtland;3;gering besiedelt
50;54;14;5;23;5107;;Falkenstein;;;;;;;;;;;;
60;63;14;5;23;5107;120;Falkenstein/Vogtl., Stadt;31,06; 8 136; 3 876; 4 260;262;8223;12,370054;50,476123;C09;Vogtland;2;mittlere Besiedlungsdichte
60;64;14;5;23;5107;130;Grünbach;27,54; 1 696;830;866;62;8223;12,362928;50,452963;C09;Vogtland;2;mittlere Besiedlungsdichte
60;64;14;5;23;5107;290;Neustadt/Vogtl.;13,02;977;490;487;75;8223;12,332177;50,460414;C09;Vogtland;3;gering besiedelt
50;54;14;5;23;5120;;Netzschkau-Limbach;;;;;;;;;;;;
60;64;14;5;23;5120;190;Limbach;14,21; 1 454;703;751;102;8491;12,251439;50,582281;C09;Vogtland;3;gering besiedelt
60;63;14;5;23;5120;260;Netzschkau, Stadt;12,51; 3 949; 1 908; 2 041;316;8491;12,248219;50,612651;C09;Vogtland;2;mittlere Besiedlungsdichte
50;54;14;5;23;5122;;Oelsnitz/Vogtl.;;;;;;;;;;;;
60;64;14;5;23;5122;60;Bösenbrunn;34,21; 1 174;567;607;34;8606;12,100476;50,39717;C09;Vogtland;3;gering besiedelt
60;64;14;5;23;5122;80;Eichigt;32,72; 1 201;624;577;37;8626;12,173805;50,349408;C09;Vogtland;3;gering besiedelt
60;63;14;5;23;5122;300;Oelsnitz/Vogtl., Stadt;53,67; 10 380; 5 066; 5 314;193;8606;12,17316;50,41589;C09;Vogtland;2;mittlere Besiedlungsdichte
60;64;14;5;23;5122;440;Triebel/Vogtl.;43,09; 1 235;624;611;29;8606;12,121273;50,370698;C09;Vogtland;3;gering besiedelt
50;54;14;5;23;5125;;Reichenbach im Vogtland;;;;;;;;;;;;
60;64;14;5;23;5125;150;Heinsdorfergrund;21,86; 1 986;972; 1 014;91;8468;12,366175;50,620787;C09;Vogtland;3;gering besiedelt
60;63;14;5;23;5125;340;Reichenbach im Vogtland, Stadt;34,46; 20 882; 10 020; 10 862;606;8468;12,302996;50,621891;C09;Vogtland;2;mittlere Besiedlungsdichte
50;54;14;5;23;5131;;Schöneck/Mühlental;;;;;;;;;;;;
60;64;14;5;23;5131;230;Mühlental;39,64; 1 283;654;629;32;8261;12,266965;50,37198;C09;Vogtland;3;gering besiedelt
60;63;14;5;23;5131;370;Schöneck/Vogtl., Stadt;55,06; 3 184; 1 545; 1 639;58;8261;12,331151;50,394727;C09;Vogtland;3;gering besiedelt
50;54;14;5;23;5134;;Treuen/Neuensalz;;;;;;;;;;;;
60;64;14;5;23;5134;270;Neuensalz;33,49; 2 113; 1 051; 1 062;63;8541;12,225111;50,505762;C09;Vogtland;3;gering besiedelt
60;63;14;5;23;5134;430;Treuen, Stadt;43,74; 7 916; 3 864; 4 052;181;8233;12,307471;50,54268;C09;Vogtland;3;gering besiedelt
50;56;14;5;23;5402;;Jägerswald;;;;;;;;;;;;
60;64;14;5;23;5402;50;Bergen;8,34;960;474;486;115;8239;12,276051;50,470932;C09;Vogtland;3;gering besiedelt
60;64;14;5;23;5402;410;Theuma;9,94; 1 033;522;511;104;8541;12,220922;50,471616;C09;Vogtland;3;gering besiedelt
60;64;14;5;23;5402;420;Tirpersdorf;19,56; 1 396;686;710;71;8606;12,25539;50,434717;C09;Vogtland;3;gering besiedelt
60;64;14;5;23;5402;460;Werda;13,56; 1 484;741;743;109;8223;12,304045;50,438303;C09;Vogtland;3;gering besiedelt
40;44;14;5;24;;;Zwickau;;;;;;;;;;;;
50;50;14;5;24;20;;Callenberg;;;;;;;;;;;;
60;64;14;5;24;20;20;Callenberg;39,86; 4 950; 2 456; 2 494;124;9337;12,637568;50,845071;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;24;60;;Fraureuth;;;;;;;;;;;;
60;64;14;5;24;60;60;Fraureuth;22,6; 5 204; 2 527; 2 677;230;8427;12,355719;50,703472;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;70;;Gersdorf;;;;;;;;;;;;
60;64;14;5;24;70;70;Gersdorf;9,7; 4 024; 1 977; 2 047;415;9355;12,70763;50,757804;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;80;;Glauchau, Stadt;;;;;;;;;;;;
60;63;14;5;24;80;80;Glauchau, Stadt;51,62; 22 718; 11 177; 11 541;440;8371;12,542352;50,817863;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;50;14;5;24;90;;Hartenstein, Stadt;;;;;;;;;;;;
60;63;14;5;24;90;90;Hartenstein, Stadt;36,7; 4 606; 2 237; 2 369;126;8118;12,670997;50,661991;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;24;120;;Hohenstein-Ernstthal, Stadt;;;;;;;;;;;;
60;63;14;5;24;120;120;Hohenstein-Ernstthal, Stadt;18,58; 14 686; 7 045; 7 641;790;9337;12,713152;50,800879;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;140;;Langenbernsdorf;;;;;;;;;;;;
60;64;14;5;24;140;140;Langenbernsdorf;36,37; 3 555; 1 799; 1 756;98;8428;12,324565;50,754918;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;24;150;;Langenweißbach;;;;;;;;;;;;
60;64;14;5;24;150;150;Langenweißbach;22,62; 2 479; 1 235; 1 244;110;8134;12,584707;50,6286;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;24;170;;Lichtentanne;;;;;;;;;;;;
60;64;14;5;24;170;170;Lichtentanne;27,32; 6 512; 3 124; 3 388;238;8115;12,427018;50,692703;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;24;200;;Mülsen;;;;;;;;;;;;
60;64;14;5;24;200;200;Mülsen;49,7; 11 233; 5 507; 5 726;226;8132;12,581262;50,731455;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;210;;Neukirchen/Pleiße;;;;;;;;;;;;
60;64;14;5;24;210;210;Neukirchen/Pleiße;16,89; 3 920; 1 933; 1 987;232;8459;12,381676;50,791537;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;230;;Oberlungwitz, Stadt;;;;;;;;;;;;
60;63;14;5;24;230;230;Oberlungwitz, Stadt;14,68; 5 924; 2 883; 3 041;404;9353;12,722076;50,786972;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;250;;Reinsdorf;;;;;;;;;;;;
60;64;14;5;24;250;250;Reinsdorf;21,25; 7 479; 3 671; 3 808;352;8141;12,557309;50,69965;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;300;;Werdau, Stadt;;;;;;;;;;;;
60;63;14;5;24;300;300;Werdau, Stadt;65,63; 20 795; 10 231; 10 564;317;8412;12,378671;50,736044;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;310;;Wildenfels, Stadt;;;;;;;;;;;;
60;63;14;5;24;310;310;Wildenfels, Stadt;20,69; 3 647; 1 841; 1 806;176;8134;12,608715;50,668616;C06;Erzgebirge;3;gering besiedelt
50;50;14;5;24;320;;Wilkau-Haßlau, Stadt;;;;;;;;;;;;
60;63;14;5;24;320;320;Wilkau-Haßlau, Stadt;12,65; 9 896; 4 701; 5 195;782;8112;12,515553;50,673643;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;50;14;5;24;330;;Zwickau, Stadt;;;;;;;;;;;;
60;63;14;5;24;330;330;Zwickau, Stadt;102,58; 90 192; 43 959; 46 233;879;8056;12,495641;50,718556;C06;Erzgebirge;1;dicht besiedelt
50;54;14;5;24;5104;;Crimmitschau-Dennheritz;;;;;;;;;;;;
60;63;14;5;24;5104;30;Crimmitschau, Stadt;61,15; 18 746; 9 037; 9 709;307;8451;12,386924;50,81245;C06;Erzgebirge;2;mittlere Besiedlungsdichte
60;64;14;5;24;5104;50;Dennheritz;13,36; 1 313;664;649;98;8393;12,460898;50,815499;C06;Erzgebirge;3;gering besiedelt
50;54;14;5;24;5111;;Kirchberg;;;;;;;;;;;;
60;64;14;5;24;5111;40;Crinitzberg;18,81; 1 943;962;981;103;8147;12,528415;50,565361;C06;Erzgebirge;3;gering besiedelt
60;64;14;5;24;5111;100;Hartmannsdorf b. Kirchberg;27,17; 1 364;656;708;50;8107;12,547335;50,595343;C06;Erzgebirge;3;gering besiedelt
60;64;14;5;24;5111;110;Hirschfeld;18,98; 1 196;599;597;63;8144;12,459731;50,625377;C06;Erzgebirge;3;gering besiedelt
60;63;14;5;24;5111;130;Kirchberg, Stadt;39,57; 8 317; 3 996; 4 321;210;8107;12,525992;50,62301;C06;Erzgebirge;3;gering besiedelt
50;54;14;5;24;5114;;Limbach-Oberfrohna;;;;;;;;;;;;
60;63;14;5;24;5114;180;Limbach-Oberfrohna, Stadt;50,21; 24 066; 11 749; 12 317;479;9212;12,767069;50,858593;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
60;64;14;5;24;5114;220;Niederfrohna;10,11; 2 236; 1 122; 1 114;221;9243;12,720221;50,897953;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
50;54;14;5;24;5118;;Meerane-Schönberg;;;;;;;;;;;;
60;63;14;5;24;5118;190;Meerane, Stadt;19,81; 14 481; 6 967; 7 514;731;8393;12,463982;50,849217;C07;Sächsisches Burgen- und Heideland;2;mittlere Besiedlungsdichte
60;64;14;5;24;5118;270;Schönberg;15,43;916;463;453;59;8393;12,491538;50,8672;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
50;54;14;5;24;5128;;Rund um den Auersberg;;;;;;;;;;;;
60;64;14;5;24;5128;10;Bernsdorf;14,82; 2 202; 1 107; 1 095;149;9337;12,663915;50,768683;C06;Erzgebirge;2;mittlere Besiedlungsdichte
60;63;14;5;24;5128;160;Lichtenstein/Sa., Stadt;15,47; 11 481; 5 516; 5 965;742;9350;12,630844;50,756298;C06;Erzgebirge;2;mittlere Besiedlungsdichte
60;64;14;5;24;5128;280;St. Egidien;21,26; 3 207; 1 564; 1 643;151;9356;12,620489;50,7854;C06;Erzgebirge;2;mittlere Besiedlungsdichte
50;54;14;5;24;5135;;Waldenburg;;;;;;;;;;;;
60;64;14;5;24;5135;240;Oberwiera;14,34; 1 021;507;514;71;8396;12,536763;50,892077;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;64;14;5;24;5135;260;Remse;14,79; 1 652;805;847;112;8373;12,567813;50,854562;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
60;63;14;5;24;5135;290;Waldenburg, Stadt;25,06; 4 027; 1 982; 2 045;161;8396;12,602857;50,874527;C07;Sächsisches Burgen- und Heideland;3;gering besiedelt
20;;14;6;;;;früher: Direktionsbezirk Dresden;;;;;;;;;;;;
40;41;14;6;12;;;Dresden, Stadt;;;;;;;;;;;;
50;50;14;6;12;0;;Dresden, Stadt;;;;;;;;;;;;
60;61;14;6;12;0;0;Dresden, Stadt;328,48; 551 072; 274 513; 276 559; 1 678;1067;13,736883;51,051697;C00;Stadt Dresden;1;dicht besiedelt
40;44;14;6;25;;;Bautzen;;;;;;;;;;;;
50;50;14;6;25;10;;Arnsdorf;;;;;;;;;;;;
60;64;14;6;25;10;10;Arnsdorf;35,87; 4 910; 2 568; 2 342;137;1477;13,992798;51,097715;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;20;;Bautzen, Stadt;;;;;;;;;;;;
60;63;14;6;25;20;20;Bautzen, Stadt;66,67; 39 429; 19 099; 20 330;591;2625;14,427688;51,180868;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;30;;Bernsdorf, Stadt;;;;;;;;;;;;
60;63;14;6;25;30;30;Bernsdorf, Stadt;59,87; 6 522; 3 206; 3 316;109;2994;14,0695;51,376325;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;60;;Burkau;;;;;;;;;;;;
60;64;14;6;25;60;60;Burkau;31,9; 2 623; 1 344; 1 279;82;1906;14,17238;51,175556;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
