Gemeinden in Deutschland nach Fläche, Einwohner und Postleitzahl am 31.12.2005 (Jahr);;;;;;;;;;;;;
;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel;;;;;Gemeindename;Fläche in km2;Einwohner;;;;Post-leitzahl
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;;
;;Gebietsstand am 31.12.2005 (Jahr);;;;;;am 31.12.2005 (Jahr);;;;;
;;;;;;;;;;;;;
60;64;1;0;54;5433;73;Ladelund;24,09; 1 524;755;769;;25926
60;64;1;0;54;5433;124;Sprakebüll;11,37;214;102;112;;25917
60;64;1;0;54;5433;125;Stadum;19,74; 1 062;574;488;;25917
60;64;1;0;54;5433;136;Tinningstedt;8,91;198;88;110;;25917
60;64;1;0;54;5433;154;Westre;19,13;396;195;201;;25926
60;64;1;0;54;5433;167;Enge-Sande;24,82; 1 151;579;572;;25917
50;51;1;0;54;5439;;Landschaft Sylt;;;;;;
60;64;1;0;54;5439;46;Hörnum (Sylt);6;922;455;467;;25997
60;64;1;0;54;5439;61;Kampen (Sylt);8,47;642;320;322;;25999
60;64;1;0;54;5439;78;List;18,47; 2 623; 1 771;852;;25992
60;64;1;0;54;5439;107;Rantum (Sylt);9,39;519;268;251;;25980
60;64;1;0;54;5439;133;Sylt-Ost;37,97; 5 848; 2 956; 2 892;;25980
60;64;1;0;54;5439;149;Wenningstedt-Braderup (Sylt);6,27; 1 568;696;872;;25996
50;51;1;0;54;5450;;Nordstrand;;;;;;
60;64;1;0;54;5450;26;Elisabeth-Sophien-Koog;5,29;48;28;20;;25845
60;64;1;0;54;5450;91;Nordstrand;57,43; 2 258; 1 114; 1 144;;25845
50;51;1;0;54;5453;;Viöl;;;;;;
60;64;1;0;54;5453;3;Ahrenviöl;10,11;509;255;254;;25885
60;64;1;0;54;5453;4;Ahrenviölfeld;7,29;269;130;139;;25885
60;64;1;0;54;5453;11;Behrendorf;15,29;599;304;295;;25850
60;64;1;0;54;5453;13;Bondelum;9,18;210;109;101;;25850
60;64;1;0;54;5453;41;Haselund;12,79;899;450;449;;25855
60;64;1;0;54;5453;57;Immenstedt;14,62;650;318;332;;25885
60;64;1;0;54;5453;79;Löwenstedt;19,62;674;332;342;;25864
60;64;1;0;54;5453;92;Norstedt;13,5;423;213;210;;25884
60;64;1;0;54;5453;101;Oster-Ohrstedt;11,29;657;341;316;;25885
60;64;1;0;54;5453;118;Schwesing;15,63;917;466;451;;25813
60;64;1;0;54;5453;123;Sollwitt;10,95;317;159;158;;25884
60;64;1;0;54;5453;144;Viöl;18,95; 1 921;931;990;;25884
60;64;1;0;54;5453;152;Wester-Ohrstedt;18,54; 1 108;568;540;;25885
50;51;1;0;54;5459;;Pellworm;;;;;;
60;64;1;0;54;5459;39;Gröde;2,52;13;9;4;;25869
60;64;1;0;54;5459;50;Hooge;5,78;83;46;37;;25859
60;64;1;0;54;5459;74;Langeneß;11,57;134;60;74;;25863
60;64;1;0;54;5459;103;Pellworm;37,44; 1 140;515;625;;25849
50;51;1;0;54;5465;;Stollberg;;;;;;
60;64;1;0;54;5465;10;Bargum;17,29;614;311;303;;25842
60;64;1;0;54;5465;14;Bordelum;34,71; 1 999; 1 039;960;;25852
60;64;1;0;54;5465;75;Langenhorn;47,4; 3 142; 1 574; 1 568;;25842
60;64;1;0;54;5465;93;Ockholm;18,64;372;199;173;;25842
50;51;1;0;54;5466;;Süderlügum;;;;;;
60;64;1;0;54;5466;16;Bosbüll;6,33;204;96;108;;25899
60;64;1;0;54;5466;17;Braderup;13,35;685;336;349;;25923
60;64;1;0;54;5466;27;Ellhöft;7,82;134;74;60;;25923
60;64;1;0;54;5466;48;Holm;4;85;43;42;;25923
60;64;1;0;54;5466;55;Humptrup;16,99;768;379;389;;25923
60;64;1;0;54;5466;77;Lexgaard;5,24;63;36;27;;25923
60;64;1;0;54;5466;131;Süderlügum;26,59; 2 256; 1 115; 1 141;;25923
60;64;1;0;54;5466;142;Uphusum;7,06;396;197;199;;25923
50;51;1;0;54;5471;;Treene;;;;;;
60;64;1;0;54;5471;32;Fresendelf;2,6;91;54;37;;25876
60;64;1;0;54;5471;54;Hude;3,54;195;113;82;;25876
60;64;1;0;54;5471;84;Mildstedt;8,71; 3 678; 1 764; 1 914;;25866
60;64;1;0;54;5471;96;Oldersbek;10,82;656;330;326;;25873
60;64;1;0;54;5471;99;Ostenfeld (Husum);27,67; 1 540;757;783;;25872
60;64;1;0;54;5471;105;Ramstedt;5,42;442;229;213;;25876
60;64;1;0;54;5471;106;Rantrum;13,72; 1 612;817;795;;25873
60;64;1;0;54;5471;116;Schwabstedt;19,64; 1 346;660;686;;25876
60;64;1;0;54;5471;120;Simonsberg;17,09;859;425;434;;25813
60;64;1;0;54;5471;130;Süderhöft;2,6;21;7;14;;25876
60;64;1;0;54;5471;132;Südermarsch;30,23;148;90;58;;25813
60;64;1;0;54;5471;156;Winnert;18,88;767;388;379;;25887
60;64;1;0;54;5471;157;Wisch;3,05;135;66;69;;25876
60;64;1;0;54;5471;159;Wittbek;19,91;797;409;388;;25872
50;51;1;0;54;5480;;Wiedingharde;;;;;;
60;64;1;0;54;5480;9;Aventoft;14,47;502;237;265;;25927
60;64;1;0;54;5480;34;Friedrich-Wilhelm-Lübke-Koog;13,49;155;85;70;;25924
60;64;1;0;54;5480;65;Klanxbüll;10,63;948;446;502;;25924
60;64;1;0;54;5480;86;Neukirchen;31,58; 1 300;657;643;;25927
60;64;1;0;54;5480;110;Rodenäs;19,84;461;230;231;;25924
60;64;1;0;54;5480;166;Emmelsbüll-Horsbüll;35,73; 1 060;522;538;;25924
40;43;1;0;55;;;Ostholstein;;;;;;
60;64;1;0;55;0;1;Ahrensbök;95,37; 8 643; 4 246; 4 397;;23623
60;63;1;0;55;0;4;Bad Schwartau, Stadt;18,39; 19 727; 9 208; 10 519;;23611
60;64;1;0;55;0;7;Bosau;64,25; 3 584; 1 833; 1 751;;23715
60;63;1;0;55;0;12;Eutin, Stadt;41,4; 17 175; 8 076; 9 099;;23701
60;64;1;0;55;0;16;Grömitz;51,08; 7 760; 3 682; 4 078;;23743
60;64;1;0;55;0;17;Großenbrode;20,98; 2 206; 1 048; 1 158;;23775
60;63;1;0;55;0;21;Heiligenhafen, Stadt;18,12; 9 337; 4 510; 4 827;;23774
60;64;1;0;55;0;28;Malente;69,06; 10 823; 5 052; 5 771;;23714
60;63;1;0;55;0;32;Neustadt in Holstein, Stadt;19,74; 16 541; 8 511; 8 030;;23730
60;63;1;0;55;0;33;Oldenburg in Holstein, Stadt;39,67; 9 850; 4 720; 5 130;;23758
60;64;1;0;55;0;35;Ratekau;59,6; 15 821; 7 680; 8 141;;23626
60;64;1;0;55;0;40;Stockelsdorf;56,7; 16 437; 8 034; 8 403;;23617
60;64;1;0;55;0;41;Süsel;75,31; 5 399; 2 691; 2 708;;23701
60;64;1;0;55;0;42;Timmendorfer Strand;20,12; 8 975; 4 095; 4 880;;23669
60;64;1;0;55;0;44;Scharbeutz;52,24; 11 987; 5 836; 6 151;;23683
60;63;1;0;55;0;46;Fehmarn, Stadt;185,46; 12 894; 6 189; 6 705;;23769
50;51;1;0;55;5530;;Grube;;;;;;
60;64;1;0;55;5530;10;Dahme;9,08; 1 170;553;617;;23747
60;64;1;0;55;5530;18;Grube;20,2; 1 043;501;542;;23749
60;64;1;0;55;5530;25;Kellenhusen (Ostsee);8,15; 1 055;482;573;;23746
60;64;1;0;55;5530;36;Riepsdorf;25,81; 1 044;531;513;;23738
50;51;1;0;55;5543;;Oldenburg-Land;;;;;;
60;64;1;0;55;5543;14;Göhl;21,2; 1 208;599;609;;23758
60;64;1;0;55;5543;15;Gremersdorf;45,76; 1 483;772;711;;23758
60;64;1;0;55;5543;22;Heringsdorf;29,42; 1 117;583;534;;23777
60;64;1;0;55;5543;31;Neukirchen;28,5; 1 162;572;590;;23779
60;64;1;0;55;5543;43;Wangels;67,12; 2 352; 1 180; 1 172;;23758
50;51;1;0;55;5546;;Lensahn;;;;;;
60;64;1;0;55;5546;6;Beschendorf;8,54;552;270;282;;23738
60;64;1;0;55;5546;11;Damlos;9,35;693;334;359;;23738
60;64;1;0;55;5546;20;Harmsdorf;17,82;738;355;383;;23738
60;64;1;0;55;5546;23;Kabelhorst;5,74;447;190;257;;23738
60;64;1;0;55;5546;27;Lensahn;27,7; 5 056; 2 389; 2 667;;23738
60;64;1;0;55;5546;29;Manhagen;9,63;415;202;213;;23738
50;51;1;0;55;5591;;Ostholstein-Mitte;;;;;;
60;64;1;0;55;5591;2;Altenkrempe;36,64; 1 122;561;561;;23730
60;64;1;0;55;5591;24;Kasseedorf;33,77; 1 570;819;751;;23717
60;64;1;0;55;5591;37;Schashagen;41,46; 2 537; 1 252; 1 285;;23730
60;64;1;0;55;5591;38;Schönwalde am Bungsberg;39,06; 2 551; 1 237; 1 314;;23744
60;64;1;0;55;5591;39;Sierksdorf;19,5; 1 566;767;799;;23730
40;43;1;0;56;;;Pinneberg;;;;;;
60;64;1;0;56;0;1;Appen;20,26; 5 811; 3 298; 2 513;;25482
60;63;1;0;56;0;2;Barmstedt, Stadt;17,17; 9 535; 4 610; 4 925;;25355
60;63;1;0;56;0;15;Elmshorn, Stadt;21,36; 48 331; 23 565; 24 766;;25335
60;64;1;0;56;0;18;Halstenbek;12,58; 16 312; 7 982; 8 330;;25469
60;64;1;0;56;0;25;Helgoland;4,2; 1 388;649;739;;27498
60;63;1;0;56;0;39;Pinneberg, Stadt;21,54; 41 461; 20 105; 21 356;;25421
60;63;1;0;56;0;41;Quickborn, Stadt;43,16; 20 276; 9 743; 10 533;;25451
60;64;1;0;56;0;43;Rellingen;13,18; 13 709; 6 686; 7 023;;25462
60;63;1;0;56;0;44;Schenefeld, Stadt;9,99; 17 891; 8 743; 9 148;;22869
60;63;1;0;56;0;48;Tornesch, Stadt;20,61; 12 896; 6 331; 6 565;;25436
60;63;1;0;56;0;49;Uetersen, Stadt;11,43; 17 866; 8 757; 9 109;;25436
60;63;1;0;56;0;50;Wedel, Stadt;33,82; 32 028; 15 420; 16 608;;22880
50;51;1;0;56;5611;;Bönningstedt;;;;;;
60;64;1;0;56;5611;5;Bönningstedt;12,05; 4 090; 2 018; 2 072;;25474
60;64;1;0;56;5611;13;Ellerbek;9,11; 4 258; 2 127; 2 131;;25474
60;64;1;0;56;5611;21;Hasloh;11,07; 3 376; 1 692; 1 684;;25474
50;51;1;0;56;5616;;Elmshorn-Land;;;;;;
60;64;1;0;56;5616;29;Klein Nordende;10,79; 3 032; 1 476; 1 556;;25336
60;64;1;0;56;5616;30;Klein Offenseth-Sparrieshoop;16,92; 2 726; 1 386; 1 340;;25365
60;64;1;0;56;5616;31;Kölln-Reisiek;6,77; 2 641; 1 313; 1 328;;25337
60;64;1;0;56;5616;33;Seester;11,57;981;471;510;;25370
60;64;1;0;56;5616;42;Raa-Besenbek;12,99;509;257;252;;25335
60;64;1;0;56;5616;45;Seestermühe;23,35;930;449;481;;25371
60;64;1;0;56;5616;46;Seeth-Ekholt;6,89;848;420;428;;25337
50;51;1;0;56;5628;;Haseldorf;;;;;;
60;64;1;0;56;5628;19;Haselau;18,88; 1 100;558;542;;25489
60;64;1;0;56;5628;20;Haseldorf;18,08; 1 727;840;887;;25489
60;64;1;0;56;5628;27;Hetlingen;24,1; 1 332;658;674;;25491
50;51;1;0;56;5636;;Hörnerkirchen;;;;;;
60;64;1;0;56;5636;6;Bokel;16,02;640;333;307;;25364
60;64;1;0;56;5636;10;Brande-Hörnerkirchen;13,14; 1 628;795;833;;25364
60;64;1;0;56;5636;38;Osterhorn;6,38;441;215;226;;25364
60;64;1;0;56;5636;51;Westerhorn;9,37; 1 337;649;688;;25364
50;51;1;0;56;5642;;Moorrege;;;;;;
60;64;1;0;56;5642;16;Groß Nordende;5,64;701;350;351;;25436
60;64;1;0;56;5642;23;Heidgraben;5,38; 2 267; 1 146; 1 121;;25436
60;64;1;0;56;5642;24;Heist;9,96; 2 733; 1 383; 1 350;;25492
60;64;1;0;56;5642;28;Holm;16,05; 3 083; 1 511; 1 572;;25488
60;64;1;0;56;5642;36;Moorrege;10,76; 3 993; 1 979; 2 014;;25436
60;64;1;0;56;5642;37;Neuendeich;8,54;510;243;267;;25436
50;51;1;0;56;5648;;Pinneberg-Land;;;;;;
60;64;1;0;56;5648;9;Borstel-Hohenraden;14,88; 2 180; 1 080; 1 100;;25494
60;64;1;0;56;5648;32;Kummerfeld;6,5; 2 137; 1 052; 1 085;;25495
60;64;1;0;56;5648;40;Prisdorf;5,23; 2 187; 1 068; 1 119;;25497
60;64;1;0;56;5648;47;Tangstedt;12,52; 2 128; 1 050; 1 078;;25499
50;51;1;0;56;5660;;Rantzau;;;;;;
60;64;1;0;56;5660;3;Bevern;8,04;584;283;301;;25355
60;64;1;0;56;5660;4;Bilsen;6,2;718;345;373;;25485
60;64;1;0;56;5660;8;Bokholt-Hanredder;8,56; 1 268;646;622;;25335
60;64;1;0;56;5660;11;Bullenkuhlen;3,94;360;186;174;;25355
60;64;1;0;56;5660;14;Ellerhoop;10,8; 1 330;650;680;;25373
60;64;1;0;56;5660;17;Groß Offenseth-Aspern;10,56;437;258;179;;25355
60;64;1;0;56;5660;22;Heede;15,48;725;369;356;;25355
60;64;1;0;56;5660;26;Hemdingen;16,42; 1 637;791;846;;25485
60;64;1;0;56;5660;34;Langeln;10,28;506;269;237;;25485
60;64;1;0;56;5660;35;Lutzhorn;21,72;808;421;387;;25355
40;43;1;0;57;;;Plön;;;;;;
60;64;1;0;57;0;25;Heikendorf;14,72; 8 226; 3 877; 4 349;;24226
60;64;1;0;57;0;36;Klausdorf;6,52; 6 032; 2 969; 3 063;;24147
60;64;1;0;57;0;43;Laboe;5,23; 5 329; 2 581; 2 748;;24235
60;63;1;0;57;0;48;Lütjenburg, Stadt;6,15; 5 684; 2 730; 2 954;;24321
60;64;1;0;57;0;51;Mönkeberg;2,71; 3 686; 1 723; 1 963;;24248
60;63;1;0;57;0;57;Plön, Stadt;35,94; 12 919; 8 339; 4 580;;24306
60;63;1;0;57;0;62;Preetz, Stadt;14,4; 15 827; 7 508; 8 319;;24211
60;64;1;0;57;0;64;Raisdorf;11,29; 7 663; 3 639; 4 024;;24223
60;64;1;0;57;0;73;Schönberg (Holstein);11,64; 6 540; 3 208; 3 332;;24217
60;64;1;0;57;0;74;Schönkirchen;16,02; 6 440; 3 093; 3 347;;24232
50;51;1;0;57;5707;;Bokhorst;;;;;;
60;64;1;0;57;5707;8;Bönebüttel;20,4; 2 020;974; 1 046;;24620
60;64;1;0;57;5707;24;Großharrie;13,16;561;285;276;;24625
60;64;1;0;57;5707;68;Rendswühren;19,75;788;405;383;;24619
60;64;1;0;57;5707;71;Schillsdorf;26,49;902;456;446;;24637
60;64;1;0;57;5707;83;Tasdorf;5,1;361;180;181;;24536
50;51;1;0;57;5727;;Lütjenburg-Land;;;;;;
60;64;1;0;57;5727;4;Behrensdorf (Ostsee);20,85;610;302;308;;24321
60;64;1;0;57;5727;7;Blekendorf;38,34; 1 793;871;922;;24327
60;64;1;0;57;5727;13;Dannau;9,12;688;328;360;;24329
60;64;1;0;57;5727;21;Giekau;32,8; 1 137;568;569;;24321
60;64;1;0;57;5727;26;Helmstorf;12,73;335;164;171;;24321
60;64;1;0;57;5727;27;Högsdorf;10,92;430;225;205;;24327
60;64;1;0;57;5727;29;Hohenfelde;10,54; 1 046;577;469;;24257
60;64;1;0;57;5727;30;Hohwacht (Ostsee);8,77;887;416;471;;24321
60;64;1;0;57;5727;34;Kirchnüchel;10,09;189;101;88;;23714
60;64;1;0;57;5727;35;Klamp;9,72;785;401;384;;24321
60;64;1;0;57;5727;38;Kletkamp;11,52;141;66;75;;24327
60;64;1;0;57;5727;55;Panker;22,76; 1 581;781;800;;24321
60;64;1;0;57;5727;76;Schwartbuck;13,15;861;424;437;;24257
60;64;1;0;57;5727;82;Tröndel;7,58;406;211;195;;24321
50;51;1;0;57;5739;;Plön-Land;;;;;;
60;64;1;0;57;5739;1;Ascheberg (Holstein);20,93; 3 188; 1 551; 1 637;;24326
60;64;1;0;57;5739;9;Bösdorf;21,1; 1 612;814;798;;24306
60;64;1;0;57;5739;15;Dersau;7,51;919;433;486;;24326
60;64;1;0;57;5739;17;Dörnick;4,3;271;132;139;;24326
60;64;1;0;57;5739;22;Grebin;24,14; 1 026;511;515;;24329
60;64;1;0;57;5739;32;Kalübbe;11,8;594;304;290;;24326
60;64;1;0;57;5739;45;Lebrade;18,59;620;298;322;;24306
60;64;1;0;57;5739;53;Nehmten;22,04;279;138;141;;24326
60;64;1;0;57;5739;65;Rantzau;16,91;328;159;169;;24321
60;64;1;0;57;5739;67;Rathjensdorf;12,58;509;264;245;;24306
60;64;1;0;57;5739;89;Wittmoldt;5,71;184;94;90;;24306
50;51;1;0;57;5747;;Preetz-Land;;;;;;
60;64;1;0;57;5747;2;Barmissen;5,15;181;76;105;;24245
60;64;1;0;57;5747;10;Boksee;5,52;486;236;250;;24220
60;64;1;0;57;5747;11;Bothkamp;13,8;311;154;157;;24250
60;64;1;0;57;5747;23;Großbarkau;2,93;195;98;97;;24245
60;64;1;0;57;5747;31;Honigsee;11,27;438;221;217;;24211
60;64;1;0;57;5747;33;Kirchbarkau;2,16;754;357;397;;24245
60;64;1;0;57;5747;37;Klein Barkau;4,19;265;127;138;;24245
60;64;1;0;57;5747;42;Kühren;16,81;692;352;340;;24211
60;64;1;0;57;5747;46;Lehmkuhlen;31,25; 1 507;766;741;;24211
60;64;1;0;57;5747;47;Löptin;9,08;295;137;158;;24250
60;64;1;0;57;5747;54;Nettelsee;6,47;397;191;206;;24250
60;64;1;0;57;5747;58;Pohnsdorf;24,62;488;248;240;;24211
60;64;1;0;57;5747;59;Postfeld;8,33;475;236;239;;24211
60;64;1;0;57;5747;66;Rastorf;20,02;870;426;444;;24211
60;64;1;0;57;5747;70;Schellhorn;10,54; 1 633;781;852;;24211
60;64;1;0;57;5747;84;Wahlstorf;14,83;529;252;277;;24211
60;64;1;0;57;5747;86;Warnau;3,98;365;177;188;;24250
50;51;1;0;57;5755;;Probstei;;;;;;
60;64;1;0;57;5755;3;Barsbek;8,73;654;337;317;;24217
60;64;1;0;57;5755;6;Bendfeld;4,41;251;121;130;;24217
60;64;1;0;57;5755;12;Brodersdorf;3,63;442;223;219;;24235
60;64;1;0;57;5755;18;Fahren;3,6;152;72;80;;24253
60;64;1;0;57;5755;20;Fiefbergen;5,8;598;298;300;;24217
60;64;1;0;57;5755;28;Höhndorf;5,63;372;184;188;;24217
60;64;1;0;57;5755;39;Köhn;13,16;862;458;404;;24257
60;64;1;0;57;5755;40;Krokau;4,45;465;226;239;;24217
60;64;1;0;57;5755;41;Krummbek;5,48;353;175;178;;24217
60;64;1;0;57;5755;49;Lutterbek;3,23;395;202;193;;24235
60;64;1;0;57;5755;56;Passade;4,32;298;158;140;;24253
60;64;1;0;57;5755;60;Prasdorf;4,77;456;231;225;;24253
60;64;1;0;57;5755;63;Probsteierhagen;14,95; 2 051;996; 1 055;;24253
60;64;1;0;57;5755;78;Stakendorf;7,97;442;211;231;;24217
60;64;1;0;57;5755;79;Stein;3,83;869;429;440;;24235
60;64;1;0;57;5755;87;Wendtorf;5,1; 1 141;570;571;;24235
60;64;1;0;57;5755;88;Wisch;9,18;743;381;362;;24217
50;51;1;0;57;5775;;Selent/ Schlesen;;;;;;
60;64;1;0;57;5775;16;Dobersdorf;21,91; 1 201;612;589;;24232
60;64;1;0;57;5775;44;Lammershagen;25,97;299;158;141;;24238
60;64;1;0;57;5775;50;Martensrade;19,53; 1 003;490;513;;24238
60;64;1;0;57;5775;52;Mucheln;14,28;624;312;312;;24238
60;64;1;0;57;5775;72;Schlesen;7,99;523;251;272;;24256
60;64;1;0;57;5775;77;Selent;4,33; 1 340;656;684;;24238
60;64;1;0;57;5775;81;Stoltenberg;7,78;335;155;180;;24256
60;64;1;0;57;5775;90;Fargau-Pratjau;23,53;803;404;399;;24256
50;51;1;0;57;5779;;Wankendorf;;;;;;
60;64;1;0;57;5779;5;Belau;14,89;335;161;174;;24601
60;64;1;0;57;5779;69;Ruhwinkel;13,13; 1 054;526;528;;24601
60;64;1;0;57;5779;80;Stolpe;23,21; 1 348;681;667;;24601
60;64;1;0;57;5779;85;Wankendorf;13,34; 2 968; 1 459; 1 509;;24601
40;43;1;0;58;;;Rendsburg-Eckernförde;;;;;;
60;64;1;0;58;0;5;Altenholz;19,03; 9 667; 4 717; 4 950;;24161
60;64;1;0;58;0;22;Bordesholm;10,16; 7 564; 3 688; 3 876;;24582
60;63;1;0;58;0;34;Büdelsdorf, Stadt;6,23; 10 252; 4 975; 5 277;;24782
60;63;1;0;58;0;43;Eckernförde, Stadt;18,39; 23 144; 11 411; 11 733;;24340
60;64;1;0;58;0;58;Gettorf;9,33; 6 603; 3 245; 3 358;;24214
60;64;1;0;58;0;77;Hohenwestedt;18,18; 5 013; 2 366; 2 647;;24594
60;64;1;0;58;0;92;Kronshagen;5,35; 11 855; 5 547; 6 308;;24119
60;63;1;0;58;0;117;Nortorf, Stadt;12,77; 6 424; 3 145; 3 279;;24589
60;63;1;0;58;0;135;Rendsburg, Stadt;23,73; 28 488; 13 856; 14 632;;24768
60;64;1;0;58;0;140;Schacht-Audorf;6,52; 4 549; 2 245; 2 304;;24790
50;51;1;0;58;5803;;Achterwehr;;;;;;
60;64;1;0;58;5803;1;Achterwehr;15,65;887;438;449;;24239
60;64;1;0;58;5803;28;Bredenbek;12,43; 1 316;627;689;;24796
60;64;1;0;58;5803;50;Felde;13,87; 2 084; 1 101;983;;24242
60;64;1;0;58;5803;93;Krummwisch;13,91;764;402;362;;24796
60;64;1;0;58;5803;104;Melsdorf;5,88; 1 764;894;870;;24109
60;64;1;0;58;5803;126;Ottendorf;3,55;829;388;441;;24107
60;64;1;0;58;5803;130;Quarnbek;16,18; 1 782;865;917;;24107
60;64;1;0;58;5803;171;Westensee;36,91; 1 579;779;800;;24259
50;51;1;0;58;5808;;Aukrug;;;;;;
60;64;1;0;58;5808;7;Arpsdorf;12,1;268;148;120;;24634
60;64;1;0;58;5808;9;Aukrug;49,9; 3 812; 1 897; 1 915;;24613
60;64;1;0;58;5808;44;Ehndorf;14,68;614;314;300;;24647
60;64;1;0;58;5808;128;Padenstedt;14,6; 1 394;699;695;;24634
60;64;1;0;58;5808;169;Wasbek;23,49; 2 231; 1 107; 1 124;;24647
50;51;1;0;58;5814;;Bordesholm-Land;;;;;;
60;64;1;0;58;5814;16;Bissee;9,27;167;85;82;;24582
60;64;1;0;58;5814;33;Brügge;7,86; 1 041;539;502;;24582
60;64;1;0;58;5814;63;Grevenkrug;4,16;276;169;107;;24241
60;64;1;0;58;5814;64;Groß Buchwald;8,95;389;190;199;;24582
60;64;1;0;58;5814;76;Hoffeld;6,62;166;76;90;;24582
60;64;1;0;58;5814;98;Loop;8,34;184;94;90;;24644
60;64;1;0;58;5814;108;Mühbrook;5,3;500;254;246;;24582
60;64;1;0;58;5814;109;Negenharrie;12,43;347;172;175;;24625
60;64;1;0;58;5814;133;Reesdorf;3,07;151;76;75;;24241
60;64;1;0;58;5814;143;Schmalstede;4,81;259;146;113;;24241
60;64;1;0;58;5814;144;Schönbek;6,11;168;89;79;;24582
60;64;1;0;58;5814;153;Sören;6,5;198;89;109;;24241
60;64;1;0;58;5814;170;Wattenbek;6,05; 2 921; 1 412; 1 509;;24582
50;51;1;0;58;5822;;Dänischenhagen;;;;;;
60;64;1;0;58;5822;37;Dänischenhagen;15,71; 3 440; 1 698; 1 742;;24229
60;64;1;0;58;5822;116;Noer;13,9;885;445;440;;24214
60;64;1;0;58;5822;150;Schwedeneck;28,54; 3 037; 1 523; 1 514;;24229
60;64;1;0;58;5822;157;Strande;13,73; 1 508;731;777;;24229
50;51;1;0;58;5824;;Dänischer Wohld;;;;;;
60;64;1;0;58;5824;51;Felm;15,33; 1 099;545;554;;24244
60;64;1;0;58;5824;96;Lindau;25,18; 1 341;690;651;;24214
60;64;1;0;58;5824;110;Neudorf-Bornstein;14,17; 1 050;517;533;;24214
60;64;1;0;58;5824;112;Neuwittenbek;13,12; 1 267;656;611;;24214
60;64;1;0;58;5824;121;Osdorf;19,88; 2 351; 1 152; 1 199;;24251
60;64;1;0;58;5824;142;Schinkel;10,21; 1 038;541;497;;24214
60;64;1;0;58;5824;165;Tüttendorf;17,76; 1 176;614;562;;24214
50;51;1;0;58;5830;;Flintbek;;;;;;
60;64;1;0;58;5830;19;Böhnhusen;5,29;343;174;169;;24220
60;64;1;0;58;5830;53;Flintbek;17,57; 7 161; 3 458; 3 703;;24220
60;64;1;0;58;5830;145;Schönhorst;3,55;305;145;160;;24220
60;64;1;0;58;5830;160;Techelsdorf;4,35;165;86;79;;24220
50;51;1;0;58;5833;;Fockbek;;;;;;
60;64;1;0;58;5833;3;Alt Duvenstedt;20,43; 1 879;923;956;;24791
60;64;1;0;58;5833;54;Fockbek;26,65; 6 303; 3 039; 3 264;;24787
60;64;1;0;58;5833;118;Nübbel;14,02; 1 656;867;789;;24809
60;64;1;0;58;5833;136;Rickert;5,52; 1 115;540;575;;24782
50;51;1;0;58;5839;;Hanerau-Hademarschen;;;;;;
60;64;1;0;58;5839;13;Beldorf;12;299;150;149;;25557
60;64;1;0;58;5839;14;Bendorf;20,58;478;242;236;;25557
60;64;1;0;58;5839;25;Bornholt;11;223;116;107;;25557
60;64;1;0;58;5839;61;Gokels;10,64;601;288;313;;25557
60;64;1;0;58;5839;72;Hanerau-Hademarschen;14,63; 3 119; 1 529; 1 590;;25557
60;64;1;0;58;5839;100;Lütjenwestedt;22,31;634;320;314;;25585
60;64;1;0;58;5839;119;Oldenbüttel;7,98;265;153;112;;25557
60;64;1;0;58;5839;151;Seefeld;6,77;398;190;208;;25557
60;64;1;0;58;5839;156;Steenfeld;11,02;402;215;187;;25557
60;64;1;0;58;5839;158;Tackesdorf;7,65;85;43;42;;25585
60;64;1;0;58;5839;161;Thaden;12,01;296;146;150;;25557
50;51;1;0;58;5844;;Hohenwestedt-Land;;;;;;
60;64;1;0;58;5844;15;Beringstedt;14,29;772;415;357;;25575
60;64;1;0;58;5844;62;Grauel;5,73;267;131;136;;24594
60;64;1;0;58;5844;74;Heinkenborstel;7,55;152;72;80;;24594
60;64;1;0;58;5844;85;Jahrsdorf;8,77;244;119;125;;24594
60;64;1;0;58;5844;103;Meezen;8,76;406;198;208;;24594
60;64;1;0;58;5844;106;Mörel;8,69;259;146;113;;24594
60;64;1;0;58;5844;113;Nienborstel;16,37;625;325;300;;24819
60;64;1;0;58;5844;115;Nindorf;14,04;694;341;353;;24594
60;64;1;0;58;5844;125;Osterstedt;10,95;676;347;329;;25590
60;64;1;0;58;5844;131;Rade b. Hohenwestedt;3,21;91;42;49;;24594
60;64;1;0;58;5844;134;Remmels;9,49;408;211;197;;24594
60;64;1;0;58;5844;159;Tappendorf;6,69;338;174;164;;24594
60;64;1;0;58;5844;164;Todenbüttel;11,78; 1 137;580;557;;24819
60;64;1;0;58;5844;167;Wapelfeld;8,11;352;175;177;;24594
50;51;1;0;58;5847;;Hohner Harde;;;;;;
60;64;1;0;58;5847;10;Bargstall;4,62;166;85;81;;24806
60;64;1;0;58;5847;29;Breiholz;18,49; 1 510;751;759;;24797
60;64;1;0;58;5847;36;Christiansholm;8,42;280;141;139;;24799
60;64;1;0;58;5847;47;Elsdorf-Westermühlen;27,48; 1 683;835;848;;24800
60;64;1;0;58;5847;55;Friedrichsgraben;5,39;65;39;26;;24799
60;64;1;0;58;5847;56;Friedrichsholm;7,13;452;232;220;;24799
60;64;1;0;58;5847;70;Hamdorf;30,6; 1 284;651;633;;24805
